,Fold n°1,Fold n°2,Fold n°3,Fold n°4,Fold n°5,Fold n°6,Fold n°7,Fold n°8,Fold n°9,Fold n°10,Fold n°11,Fold n°12,Fold n°13,Fold n°14,Fold n°15,Fold n°16,Fold n°17,Fold n°18,Fold n°19,Fold n°20,Fold n°21,Fold n°22,Fold n°23,Fold n°24,Fold n°25,Fold n°26,Fold n°27,Fold n°28,Fold n°29,Fold n°30,Fold n°31,Fold n°32,Fold n°33,Fold n°34,Fold n°35,Fold n°36,Fold n°37,Fold n°38,Fold n°39,Fold n°40,Fold n°41,Fold n°42,Fold n°43,Fold n°44,Fold n°45,Fold n°46,Fold n°47,Fold n°48,Fold n°49,Fold n°50
mDCs_166Er_NFkB_IFNa,-0.5195147562290171,-0.7338092576335989,-1.0421413035095344,-2.405871409616014,-3.77310505138213,-2.180187442783977,-0.0,-1.791666844904426,-0.9611964282759246,-3.037384180148542,-0.013249227932993672,-0.7769438672217938,-1.1403762488864684,-2.0928255815972223,-8.847599661119364,-0.18942083154199893,-0.8868626109041156,-1.4345255194288196,-1.1155806847184244,-8.66233963846752,-0.020605993816877197,-2.461760535565117,-1.4503158741321072,-1.3202564992764485,-0.8639112936950898,-0.860714991630319,-1.2306422399465329,-1.2401171820668597,-1.5791763233002702,-2.0970295470340234,-0.5729868601954697,-1.119588245313003,-1.2203920529103778,-0.6724736480789921,-4.492010935323493,-0.10598210006593285,-1.3129352200930235,-1.8380658540460877,-0.558878080395301,-3.1275948013292743,-2.242971718454521,-0.19671017630315343,-2.9043529929764538,-1.515517468173889,-2.9293924286598743,-1.094075866766835,-0.36894662974098996,-0.7098317125652466,-0.7156980775357961,-1.3397978276330123
mDCs_166Er_NFkB_IL246,-0.0,-0.14989384114943946,-0.0,0.0,-0.0,-1.2815544236379413,0.0,-0.0,-0.0,-0.0020115515944422245,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.15016515575886377,0.0,-0.0,-0.0,-0.9660080921180076,-0.062063336724846124,0.0,0.0,-0.114255907228513,-0.0,-0.23398001611243405,0.0,0.0,-0.02053353980765163,-0.0,-0.0,0.0,-0.0,-0.0,-0.24139536589821248,-0.0,-0.0,0.0,-1.0500952697952173,-0.1620267817270629,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mDCs_166Er_NFkB_LPS,-0.11773307767789672,-2.890650798022839,-0.9344902856447167,-1.5365604426344983,-3.548592376645164,-2.9182478952714233,-1.553436824042246,-0.1477267631642705,-1.0640475873402093,-1.7599226090084035,-0.24980986964716112,-3.234762177218933,-0.4555227173276698,-0.9685561469984296,-8.953537566448695,-0.08023858079648058,-1.9013862761498865,-1.3661005693911152,-0.39880351662924285,-8.479185862853193,-0.3208713365390315,-4.309384175067868,-1.003071334526326,-0.36428186528141804,-0.04260183417056877,-1.0122998000402637,-2.4520325688457314,-1.461215743647267,-1.2356659057731871,-0.2504812657504327,-1.2313286243326078,-2.685083924053336,-0.08348451813067213,-0.8009011141667627,-3.2501639236283655,-0.08662351241944624,-2.648090310388081,-0.6294398899424881,-0.49143937972041624,-3.6843231215598,-2.5332339106500976,-4.299876746836172,-1.4127962276118395,-1.6629753403982965,-1.7517502889675258,-0.9555082456919292,-2.611869264664456,-0.0,-0.7971684495107328,-0.4571440867936765
mDCs_166Er_NFkB_unstim,-0.0,-1.02456482855391,-0.0,-0.9519323508129186,-1.0625283331969486,-1.3157310123061159,-0.781974788704767,-0.19494068854199698,-0.0,-0.23766279557641734,-0.0,-0.9373472332799365,-0.0,-0.5008005471399734,-7.088779665890984,-0.0,-0.4615267101405895,-0.03519160599298556,-0.0,-5.8560894419655565,-0.14969183143136114,-1.3548002819472569,-0.0,-0.0,-0.0,-0.0,-0.9339813834183716,-0.22342210295580772,-0.5979418267383121,-0.600517712327778,-0.14552594522618484,-0.5409600524319382,-0.0,-0.0,-1.7104704956255332,-0.0,-0.6754382817430504,-0.11158673978087644,-0.0,-3.8376219756259795,-0.6765442532829905,-1.671779847692743,-1.9735780711122413,-0.0,-1.854257959873974,-0.28798406677071187,-1.51168899420957,-0.0,-0.0,-0.17395291722549558
mDCs_167Er_ERK_GMCSF,-0.1321022801318055,-2.168772091768431,-0.35380703767668487,-0.5379740523510774,-1.0959220815051873,-1.59734749902861,-1.105761195159406,-0.3788320122834077,-0.13945568346142875,-0.8536994138448721,-0.1489667566292005,-1.8356355791791026,-0.0,-1.0739099024172716,-2.0201243648800893,-0.16458490046346516,-1.1594076073027537,-0.504761009957164,-0.049827717550024506,-3.1323737078748026,-0.4789067756106474,-2.6978188200144144,-0.08292990949047217,-0.5181886908502125,-0.0,-0.6191721343891808,-1.8014084836642188,-0.26397032392304354,-0.7352029728807209,-0.51702779509446,-0.6152760775200551,-1.6920026527541148,-0.0,-0.0767263927168273,-2.427031726082243,-0.1457755376958254,-2.1116822432778384,-0.27184410250065744,-0.0,-1.840499111272011,-1.2150926446617958,-2.5557279745708974,-1.3609626199685538,-0.3798414675412082,-0.4677016143523025,-0.5818589556508581,-2.0621458368382726,-0.0,-0.02875337045644921,-0.26030118542732134
mDCs_167Er_ERK_LPS,-2.763398763219837,-8.560650009943782,-4.690554657151322,-5.74711777651666,-7.4889103821974485,-6.933847691070797,-6.5471132780974255,-4.230978083486052,-3.438520615931473,-6.358339743688446,-2.4524941236559274,-9.72456945311237,-2.859823682645526,-5.05430517582198,-14.175638723938404,-2.2778619629739256,-6.961915901169207,-4.862688031278768,-3.0034576572424196,-16.728330194145762,-3.4610136486578784,-12.134341548022594,-3.7389971277426532,-3.742829522878383,-3.057041309520013,-3.7610648215197062,-8.999070754799536,-4.7832669976329525,-4.975648392759054,-4.853780756751167,-3.8810146834322157,-8.418547827328572,-3.0787273683729843,-4.129538733239073,-8.854163546113506,-2.3269746241290683,-8.658623069688822,-4.112552975044864,-2.2737971628837292,-11.278628306262712,-6.235445085770733,-11.048029103708943,-7.438765604292705,-4.237358855620067,-6.531615974255099,-4.702536529238701,-8.806091677442502,-2.209048679707313,-3.1180175966590338,-4.061728166939264
mDCs_168Er_STAT6_IFNa,0.0,8.239604499741835,0.0,0.0,-2.868009611782343,-1.675837235514424,3.704162078077769,-0.0,2.0496506733946065,3.4838650644447635,3.3505433785174787,2.6558553141051107,-0.0,4.319966977221626,-22.789104376810148,3.2204901261968093,1.142654409186904,-0.0,2.5779721881105093,-9.053216723254689,3.432442304435924,-4.476562223578351,-0.0,4.295378119457671,4.123814713727989,2.7571679358479466,0.0,-1.1198268179528865,3.966684206767628,1.0652530948628092,0.8887766338406898,3.9245937936072988,-0.0,3.318158598506096,-0.5857139468141601,2.331970168864064,4.470096990907816,0.0,2.8534484133146543,-4.823983882394814,-3.080858294180561,4.938770145270179,-5.937317784752762,1.3206038825544923,-0.0,-1.025353077364899,7.277962501988265,2.220328734481447,1.4650448500580275,4.275134178065949
mDCs_168Er_STAT6_IL246,7.977918622580331,0.0,-2.2115757144669925,-3.244690588674957,-8.934222113012602,7.707104289554044,0.8748468641618785,-0.8635161404436656,0.0,-4.7566508080119645,9.758968370584624,-1.2239358877476918,-0.0,-1.5861792033058582,-24.33574627028214,9.385587250412414,0.0,-2.231152940395948,0.7651151195682269,-29.41081310965583,9.609737483279082,1.7866163664254135,-4.696146286926903,1.3137227784503136,0.0,8.724133790520938,1.8386464177594979,-4.441014301148659,-0.22598434484533236,-1.5940669950714217,8.466107276467822,1.8301141007906832,-1.0370621277131704,0.0,-7.632193088757329,8.179685100924537,-0.23618100199493422,-0.0,1.4651881735318208,-14.526071775501986,6.18701597364172,-2.5572797093140593,-3.734245525070088,-0.06903051442021624,-6.594663216804294,6.783264237048216,-0.8285908733851065,0.42134996671230324,0.0,-0.0
mDCs_168Er_STAT6_unstim,-0.0,-0.0,-0.0,0.0,-0.9818055705926604,-0.5541877657977281,-0.0,-0.0,0.0,-0.0,-0.0,-0.07104878875946208,-0.0,0.0,-1.8457472256239669,-0.0,-0.0,-0.0,0.0,-2.062636564044354,-0.002840686885313304,-0.0,-0.0,0.0,-0.0,-0.25839276555734353,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.7197525281612258,-0.0,-0.0,-0.0,0.0,-1.3978382163824987,-0.43873118076014633,-0.027633678092255295,-0.0,0.0,-0.0,-0.1638489056564851,-0.0,-0.0,0.0,-0.0
MDSCs_149Sm_CREB_GMCSF,0.7682865445268634,0.0,-0.5109718539371778,1.451604145998628,-0.0,1.246669983679408,0.0,0.0,1.3972025057624695,-1.3643852558509577,0.17798614477015454,-0.0,0.0,0.8800285516963038,-2.8671272452047036,0.4578511548712267,0.5055194136014507,-0.0,0.20857803834396055,-1.1078650764539266,-0.0,3.9211533990053935,-0.0,0.9590327280103971,-0.0,0.0,0.9626622280351536,-0.0,1.1261073747739065,0.0,0.8020737791909572,-0.45161607400544307,-0.0,0.8348246857783788,0.22811297846211248,1.1176827011542472,-1.1435469315577658,-0.0,0.6578297889295205,-0.0,-0.0,0.7174447919634693,-0.0,0.648851521020777,-0.0,0.9346930406256101,-1.2055168899349957,0.0,0.8405831977659903,0.0
MDSCs_149Sm_CREB_IFNa,0.0,-6.732639062266755,-2.7734690125475554,-0.0,-7.107864828046422,-3.6839292973758377,-5.624326139336233,-1.4144314337718982,0.0,-4.024988493103695,-0.812813035164121,-7.274415170676438,-0.0,-0.12483120724014214,-22.027255026229234,-0.09533307795642712,-4.256933721070398,-2.09120650764314,-0.0,-12.203087962938307,-2.055691857536685,-6.031022676866655,-0.522454238965345,-0.0,-1.5476090723753726,-1.469695541584514,-5.815801772358286,-1.7290920066919697,-0.8060282240316347,-1.9647238910210156,-0.712372454120523,-10.710196109726505,-0.0,0.0,-7.013556238775141,0.0,-6.9681356796613505,-3.247440296770907,0.0,-9.703645538342606,-4.569156249648945,-5.870329669739113,-5.1565706554931925,0.0,-5.948827863713235,-0.0,-7.382870452354227,-1.1288896385453864,0.0,-3.5380073000720587
MDSCs_149Sm_CREB_IL246,3.0009681889851563,4.024219923747484,-0.0,3.368447623995204,1.4849648746977953,2.736215871244654,0.03983232865859338,2.569565717077407,5.094296644095744,0.0,1.0634785349029323,0.3314381946760475,1.7332859561011664,4.267036282224414,1.991786062441637,1.4366653484635992,3.277130973366389,0.05947810005596586,2.792749727378172,6.4163108498651305,1.585344989280102,3.350255239955573,1.307594707713794,2.8269524269184476,1.8343517977758752,3.425751450362693,0.5195515597700842,0.13647213265284766,6.091854823208877,0.6402603404594738,2.7630545216646905,-0.9999108034094009,2.298967224107866,2.9985615296189745,3.680236785198606,3.3788947464180468,0.6766564488080258,0.13137411336813498,2.46119809579222,3.039448408389415,1.6702125566315091,0.5047148609245383,1.6993192472303793,3.734636730485532,3.1218890946471656,5.456986161924786,2.7272905829284078,-0.0,3.7137863439986023,0.2856659541966855
MDSCs_149Sm_CREB_LPS,4.602001958029295,4.719318550674284,6.332941885506918,10.677883475833802,9.925297021932376,8.302361355062738,5.1199283483785685,6.195601570621073,8.869388191308307,5.512316488931463,3.3276937005695,11.479004580013571,5.0001423509521326,11.597573139567885,7.18756483115822,4.347728947170871,7.813620625847419,4.243476832151223,8.162959544416045,20.930819452435884,4.347283929543513,10.437914641089103,5.915132360178209,9.095516129759362,4.00791339393798,7.000886283300186,4.915843428777831,5.721773454785125,12.55830558449874,5.343872968638213,5.619401592930845,6.543887817876687,4.710653009384752,7.955701880687222,10.902818242037155,4.912268163433837,2.6025422772942997,7.223451906600769,7.019365028513667,8.335902295398952,5.674826895303736,12.775084186102415,8.833094704608955,8.68960082869713,7.863644039166511,6.498737167815872,8.160008133527906,3.4661918453460663,7.489288063291241,4.247174757009675
MDSCs_149Sm_CREB_unstim,0.6042848276660877,5.8309304484949935,2.929004830271762,6.624327410652636,7.401014412220309,1.4496324531615892,4.965089807951376,2.9533711764236545,3.8201981023826983,6.358502358355145,1.4128309785298083,5.595821824554013,2.125846217133846,5.256320510001332,13.443416411034217,0.6257268113598305,4.293689607476092,3.852652205697875,4.687245724776166,8.268359061959991,2.8223203882310433,2.844689088344328,1.9577801967142054,4.704477333951335,4.566819073907288,1.9861612338103636,5.295591116842399,2.9896416834375663,4.734728537278892,5.756946987475275,0.0,8.050283467357776,2.4760311989974837,4.6739012172278445,6.820667572562473,0.16163659573518316,8.303372351988582,3.0925484972287545,3.3522792945683886,7.671341183904272,4.349422962032999,1.1415799709392904,5.440301909341585,4.06304513805558,7.390393862650374,1.2020297091617722,7.220082135384284,1.5005368383996807,3.5344680416299394,6.20824249080751
MDSCs_150Nd_STAT5_GMCSF,-3.240686923088678,-9.333915238717912,-5.619323513785941,-4.45011441512782,-7.671616200034411,-2.896722678046434,-4.44721584751611,-8.913176161419932,-4.248669225271697,-5.2702297992729195,-1.1765260939147069,-9.040791802606508,-6.655163698648862,-3.4407872845454093,-10.82064356392162,-1.9684363490682413,-6.036426638366987,-8.287898304737421,-3.589332860595109,-8.15392704515298,-2.0321484479235163,-10.56479832738943,-8.827925813213922,-3.0360315467462047,-4.678798697078788,-3.3870080347129616,-6.815154284045741,-8.049415537929645,-5.093803643605426,-5.0922171908764104,-3.909886864004446,-6.795999720794585,-6.755266025145951,-3.6404919553593214,-5.593870019163019,-2.4644079737426776,-7.2146938343968285,-6.6705071558254,-2.73738529177142,-5.26101430208037,-2.765232117480042,-9.965212072737826,-13.802287649717915,-5.581475770969964,-4.549287184446871,-2.320522001937388,-13.72099074908565,-1.585805865726237,-4.32009377952471,-5.083848323957953
MDSCs_150Nd_STAT5_IFNa,1.0937165533672306,2.3611021076243075,-3.064588478947931,1.6815489921749893,0.27638625013857787,0.90818700910748,3.640380731791609,-3.327726709102795,1.3440434311083946,-2.0521697073058998,0.8391902308857742,2.4146407397300518,-2.781124138941199,1.7092564283966054,-13.137595885259724,1.1889389906599144,0.14059643221011692,-2.9290602922158095,4.445105566925854,-19.855557944398385,1.4646677195942046,6.191011837598031,-6.817717412110359,3.570447299213873,-0.07746637970773436,0.9016684976971443,0.0,-0.6624763931318397,3.0401617768293026,-1.5804774938209911,1.9072119222719268,2.875988997682624,-3.5903502565783856,1.848941686382044,-0.9763284174009951,1.5356648813875131,3.193149900396835,-3.7611741396126486,1.9936672397684536,-7.161097036308136,0.0,0.547836570074005,-0.9237058436553557,3.4903578547669714,-4.638028848728261,0.09380685696267133,3.6593121255762298,-0.6302773591066171,2.1568954780781993,0.0
MDSCs_150Nd_STAT5_IL246,2.2564553289054348,10.594134219446682,-1.1440571877483583,6.0989932096841315,6.408687797234489,8.97348330648618,4.947712408687814,0.5911628028989677,0.8551228872429875,3.542861001078559,3.1032557736941517,7.938064822631577,-0.0,3.6075802236848853,17.511272250131537,2.524459499797263,5.9486357606697595,-0.0,2.158824774061492,26.411109368773758,3.203681257548511,12.331846112045866,-0.0,2.8998967973543643,0.9402481721862488,5.607479079501581,7.383608744745817,-0.4452561305137068,4.315495030055345,2.272113156245036,3.1593566425564146,8.135168649409813,0.04925653651422246,1.3493874123271326,6.62936145683146,2.841308927226839,7.505940577254715,0.0,0.02876223504535935,12.56611007814307,6.196084343131902,10.944930280983106,2.6176224302315347,1.3175070829568503,1.9031933635906444,3.105610506969356,10.882456378474123,0.02997574566026587,0.7312194209474508,2.756458651021241
MDSCs_150Nd_STAT5_unstim,-0.7511618379224919,-0.6184264005692391,-0.0,-0.8685218991037087,-4.1525538628694125,-1.6564281305370863,-0.9925510443122826,-0.3457553911730872,-0.0,-1.2110162400673927,-0.09799491999005357,-2.0702861163241875,-0.0,-0.77613460817968,-5.223020950591877,-0.17380970619084357,-0.7290778517858423,-0.0,-0.08722110364445554,-7.753454900878643,-1.1116628625631424,-0.16577307836993285,-0.0,-0.0,-0.6324307609128383,-1.8363533828841125,-0.0,-0.0,-1.3785372446710156,-0.8532701793290282,-0.3300689417702262,-0.6868034717493086,-0.2495391592881811,-0.0,-3.699008884543097,-0.2960490808092397,-0.47023642210736055,-0.12539054153845844,-0.0,-5.577641332555596,-2.3790332335889204,-0.8875586335212766,-0.25577772440284063,-0.0,-1.4962898621056506,-1.4715331624004777,-1.1980661193670734,-0.020479242130969383,-0.0,-0.744676326723745
MDSCs_151Eu_p38_GMCSF,-1.6338640021182051,0.8950246565836696,-0.0,4.4966371314816875,7.006667343508404,-0.4981389457138847,0.11050325013640999,-0.19933492659470753,2.5309693667596127,2.163982880325519,-0.5020636004205283,1.607350412599993,0.0,1.6995539520641798,18.75430914336356,-0.4572184202561008,0.0,-0.0,1.9457146891644186,20.368295763284177,-0.21067700154662578,0.0,-0.0,2.341079131788812,1.0058457602450217,-1.3395962806952175,0.1742750169449288,0.0,2.35107922352031,2.4653340664835652,-2.1489798027675544,2.4923714975970435,-0.0,2.8251189346276253,4.49219523434035,-1.3193675163247685,2.0649646453678434,-0.008232547605449702,1.3783855016861974,10.652434191301069,-0.0,-0.44014013451291517,-1.8036605714962757,1.9128865459069246,6.629371430600099,-2.795267506982206,2.297549932055815,0.0,1.8070215103881004,1.9228299641389228
MDSCs_151Eu_p38_IFNa,-0.0,-2.398557462069821,-3.3623661080762295,-1.427351757757294,-0.0,-0.0,-2.6816425789051377,-2.9281455659410063,-0.752226813654814,-0.5959895037136753,-0.0,-6.049409284527668,-1.5075999422296888,-1.2409543070618465,-4.896931994554443,-0.0,-3.0185681471090855,-3.2282730089717604,-0.0,-2.4228525682078565,-0.612645792891021,-4.4819109927980065,-2.207055074299956,-0.0,-0.08079422731448821,-0.2846715378396683,-1.7417400804865297,-3.7691360412978283,-2.5992506100920383,-0.0,-0.5655713087419769,-4.102392143352005,-1.5677145350316644,-0.0,-1.8047072313136134,-0.0,-3.380311707676975,-3.452586658408028,-0.0,-1.3900527307786998,-1.4727942557326243,-4.479532513703501,-5.181394592224324,-0.6925116447233772,-2.9030210849655638,-0.0,-3.154144115826285,-1.1273559805803819,-0.0688434726229675,-0.42622884288732094
MDSCs_151Eu_p38_IL246,-0.0,-0.0,-0.9175677774852589,0.0,1.3474995316885625,-1.2976986105984873,-0.721313400549466,-0.0,0.0,0.0,-0.0,-0.9173650741836828,-0.0,0.0,1.9833034375735312,-0.08676766745783011,-0.11788093913485653,-0.45710664654433253,0.0,4.160014818446163,-0.09644502223193081,-2.846565035814726,-0.0,0.0,0.15065389195587767,-0.0,-1.6178934944538172,-0.3624321846566049,0.0,0.10919887753403779,-0.7009118466437506,-1.642936912129496,-0.0,0.0,2.0232227306696595,-0.0,-0.5308736366389771,-0.9133991509923958,0.0,2.0150851672026335,-0.5557115065595253,-2.58222955280224,-0.9975420630654273,0.0,0.5189126228847459,-0.5534097538079192,-0.0,-0.0,0.0,0.17513830202352262
MDSCs_151Eu_p38_LPS,0.6896926525298259,-1.6859356542705548,-0.0,10.983069432002724,0.9573112751178635,-1.4370015905679334,-0.0,-0.43994383834956696,9.707085267785757,0.6505574375315994,0.04705951789195989,-0.7996507924699278,-0.0,10.436259149772587,4.573388762366581,0.0,0.0,-0.0,8.600168061964263,2.224221738146151,-0.70762520173995,0.0,0.07606717997673754,8.779104101995916,1.1373340479999858,-0.0,0.547477977141576,-0.2834305569282415,9.515910152291823,2.538652115312404,0.0,-3.4210690294024917,-0.42829974577274904,9.801075044054091,2.50298435725873,1.0362422927033308,-0.8366201586487524,-1.3269043543313985,8.142751742553742,4.6866633676976415,-3.1291601223474053,2.871789520415122,-2.0127298220450363,8.958531531873245,2.844660919152736,0.17374095919110108,-1.8197541895875202,-0.0,9.09374188306692,1.8269884872711397
MDSCs_151Eu_p38_unstim,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
MDSCs_153Eu_STAT1_IFNa,-0.0,-17.042365167551555,-11.426918621342244,-10.968540242005032,-14.609543961021501,-6.6320635922596205,-15.182879857857657,-7.321509002569407,-5.032818682399102,-14.364365511354443,-4.123124904379078,-13.80784582123341,-5.713071838797283,-11.599859627009058,-31.759912415278162,-4.085129183183315,-10.19695846255667,-9.935453649711615,-7.482219224826584,-31.714170292844983,-8.58418109768144,-10.473163847159725,-7.4946461789400285,-8.137260774368416,-10.019085141879632,-5.991953383494634,-11.3720047235873,-9.840569563436155,-11.196945527816885,-11.593259345288553,-5.517705368491669,-16.199662298258797,-5.602861819345216,-6.461607178342051,-17.356150343555957,-2.3114110078697494,-15.47630757732818,-10.666786348108548,-4.422896304483041,-23.00533258733077,-7.027449617483877,-14.926905740737036,-12.067996507040993,-6.145508241549095,-17.157486142749896,-2.6362432090844305,-14.427726687708034,-6.43096183454817,-6.469202889633509,-10.298668061393624
MDSCs_153Eu_STAT1_unstim,-0.0,-0.0,-0.0,0.0,-0.7889574143324838,-0.4029433380995574,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-1.568892574059631,-0.0,-0.0,-0.0,0.0,-1.7646917065295262,-0.0,-0.0,-0.0,0.0,-0.0,-0.13592821226574492,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.5524326602541468,-0.0,-0.0,-0.0,0.0,-1.1646004484285222,-0.2987275341692488,-0.0,-0.0,0.0,-0.0,-0.05065376433566111,-0.0,-0.0,0.0,-0.0
MDSCs_154Sm_STAT3_GMCSF,-0.6676500364295533,-14.502845972319298,-3.6549071740093364,-1.1233884811345787,-10.548351940357769,-6.524475432667621,-9.638161728083684,-1.7193929367857057,-1.013686581412368,-6.399247603276439,-2.3635418665074375,-13.502282016862488,-1.299173588379807,-2.284693649557544,-22.133511253740366,-1.7717254009043708,-6.3649713644233605,-4.686876119058877,-1.9414662966332281,-29.754209184350636,-5.302012377848693,-9.830483291300748,-1.9069084606131075,-1.9438055702311035,-2.6969859250772124,-4.846160893474789,-6.785158906479143,-5.182053945000369,-1.5717948651079623,-2.8896225546654586,-2.476744861296902,-11.741011794409337,-1.9028554654259544,-1.8455632281215875,-10.941817528697927,-0.20030880340351637,-14.092521458590832,-3.0578107652736786,-1.342576979928285,-13.038986235948746,-7.690562202675911,-9.50348180662185,-2.9428327083097456,-2.1451611277188087,-8.161083103986284,-2.582209034736238,-12.285631022270234,-2.809412394608292,-1.4592715601592645,-2.441275957620167
MDSCs_154Sm_STAT3_IFNa,3.191488108303727,-0.775419586697949,4.931144801773658,10.232411713108515,7.549178495733408,0.5761567765867899,-0.04259834325865847,7.3526110637391175,8.819895697486462,3.982617738884724,1.594726483228706,0.0,5.982842575520271,8.767810345357264,-1.8062034921539702,2.3056777956616994,2.0945728305104736,5.616743292910221,8.135720186671525,-6.664593676870199,0.8681399217072261,1.25286078708551,2.469177186083039,7.631413041168847,5.885164071937953,1.7078113937694295,0.43322424383422053,6.85036038963569,10.374506520923273,4.2964894466896695,1.2870148545677342,2.0548095938260547,5.559367275551799,5.14467275191443,8.349225607984927,3.261434984707245,1.7443199567848968,4.996827363012228,7.372393820947809,-3.201183668297294,2.3556666078290895,-7.448489527231088,13.753188329021885,9.899209364733705,4.760696840625925,3.021982004392815,0.7027517733787388,1.4126627654426274,8.167343971807833,6.976302994189706
MDSCs_154Sm_STAT3_IL246,-7.777118977424967,-7.354713602419083,-11.140430602203798,-5.980556406506296,-12.945151340410623,-22.66578242356451,-6.245765553551339,-9.589224458672879,-3.4475125192245306,-10.920645182186187,-10.39805140095618,-11.043806501561921,-6.653262770293061,-6.65454486104437,-17.00821711723626,-10.132652773125805,-3.0950000213568134,-12.043027933735173,-6.495192211173445,-15.380158962070695,-12.615168705132923,-0.1918794756325556,-10.473180105371783,-7.912855887939002,-5.888436902106832,-16.19330851551098,-3.434381872284516,-13.012059213351465,-3.692889075430007,-8.570844139695534,-11.497412821169082,-3.9862401621513297,-7.778385577652027,-7.598208088339383,-11.672249523941051,-8.613584159144198,-7.181892038786008,-12.016876239586633,-4.445069669831098,-15.77556561713305,-18.15676165095123,-5.109588652536662,-10.588232559169333,-5.830229501649188,-11.787287578886566,-10.542204822406203,-7.402741828197472,-8.953575084237588,-4.162114294983514,-7.579358504011072
MDSCs_154Sm_STAT3_unstim,1.5112047382733964,11.642375856923108,4.026479455329023,0.36464997029940227,6.3948385796638725,4.452410269949381,8.588606041741942,3.139141001364924,1.7567410351695685,1.6534344602179722,2.5587213111618015,13.326833021886372,1.0712555064818303,3.3499054541941162,4.189404882259479,1.9264414035389132,6.257779676154385,5.299434127883575,2.82913215277264,11.46354720044621,3.4261831872323625,9.174860181961744,3.6853398118221583,2.7228245742808483,1.0816306168221566,3.7307048430511918,7.250450756415518,5.421648809400455,1.8838595624341115,0.5369540715850194,2.4426811884595425,8.886246749232901,3.0279619189118128,1.372021423214981,5.74195245481911,0.23874148118073854,11.866922053498524,5.123079245045682,1.9452996126783595,3.55184311066724,4.903937358989478,11.908704811872056,2.3947931519126957,1.4466232849145815,3.2824608613971944,3.2600532854468853,8.414060656429484,4.1227220177164,1.3211698258773166,0.43490768389224865
MDSCs_155Gd_S6_GMCSF,-0.6933122511874005,1.9821822568049918,-1.263588201488323,4.551977684664745,-2.548120992572335,-1.8561071383312941,-0.8294986072804378,-0.0,3.374920163151811,-2.564906733120653,0.0,-3.3458207354030836,-0.0,4.9591233456762565,-9.975970837282437,-0.0,-1.538934607861496,0.0,2.3759189958643154,-7.023304411560215,-0.008280262708723219,-5.000840794151487,0.0,2.694964132951485,0.0,-0.7031549925299743,-0.19430217194233904,-1.9801963675136744,4.833866986583646,-0.0,-1.542919038117453,-2.534102515678654,0.09920095957528667,2.6454848918996716,-0.0,-0.9096378686212356,-0.0,-0.0,2.0616177651731133,-1.5881308613251297,0.0,-3.700067468973244,-1.6425245476212025,2.343061886570627,-1.248483526344625,-0.5039312104035029,-2.9843588746438408,0.0,2.6794429515891975,-0.0
MDSCs_155Gd_S6_IFNa,0.1043053667928776,2.118159512480295,-0.0,3.3952792490394446,2.41100147649407,-0.0,1.6552376990105568,0.7777109777324267,0.4942312692881714,1.6699321568842895,-0.0,3.3124653158693413,0.054850833063364426,2.418615249763152,0.4040488058736407,0.0,2.1229195634717297,0.011707346159044682,1.623198381050275,3.909614441125894,-0.7758899359101943,5.982522321208749,0.45174254466885766,1.3995456443500423,1.2085729128504332,-0.8063455168923994,5.107208943012275,0.7548913722190398,2.288326428960697,0.30740614404599376,-0.0,2.062003404094852,1.6484245504914474,0.917192347773902,1.8310355966378131,-0.0,4.124781431398316,0.00841030394499366,0.33313439513482024,0.0,-0.5042703530030221,3.7167258759741166,1.631782848724811,1.5389140196064899,2.892019790210113,1.071154149434506,3.2340057326865037,0.0,0.9533437201863595,0.13863714111829661
MDSCs_155Gd_S6_IL246,-0.0,0.0,-2.7158918042608655,0.6337049038472211,1.8682955221772717,-4.192420960236698,-0.145353522600677,-0.7462332090368736,0.999055650174363,1.732758068059259,-0.27245418318172526,-1.842196934358641,-0.5576079713616767,1.7260931136688638,3.165762242165208,-0.4791417028158264,-0.2140205182761956,-0.8732563336398738,0.07283604525483424,10.222291193501087,-0.7279095127177502,-4.14278095713781,-0.38119104404210297,0.0,2.7777645077439943,-1.2439644363443005,-1.388415069644345,-2.1845194538426824,1.9235588364564715,2.164180930225017,-2.822619412007015,-1.8595440260192984,0.0,0.0,4.654004514062263,-0.6509786047203364,0.0,-1.6565278818957638,0.2343991160622859,5.025880836116102,-2.1672347502892886,-4.385072143613415,-3.0251106215874497,0.35102262147276175,4.197132963164937,-0.2045475335037359,-0.22147805068919485,-0.6146855767162612,1.3682020333792453,0.8647147830604389
