"","cytof","linear_fit","quadratic_fit","pval","a","b","class","pattern"
"184","CD4Tnaive_STAT5_IL246",36.6625736301811,33.9255971394629,0.0237144523115347,-5.62650810949963e-05,-0.00444607935962311,"quadratic","deceleration/increase"
"185","CD4Tnaive_STAT5_unstim",64.0423482455506,-62.6789231996792,0.041358716367638,1.48452293414992e-05,0.0024879173511859,"linear","linear"
"186","CD4Tnaive_STAT6_IFNa",157.14921104391,-165.848121339651,0.00122096801908082,-4.38842242204346e-05,-0.00375587365709718,"quadratic","deceleration/increase"
"187","CD4Tnaive_STAT6_IL246",87.6072590586525,83.6054505667746,0.0141057321344072,-7.48978468917622e-05,-0.00613853258667611,"quadratic","deceleration/increase"
"188","CD4Tnaive_STAT6_unstim",274.891880775764,-273.637562512783,0.0800572464318007,-7.95470385228267e-06,-0.00122052914812777,"linear","linear"
"189","CD56hiCD16negNK_CREB_IFNa",456.930505771597,-455.312847868561,0.0086883668527599,3.04289336332643e-06,0.000650928808521114,"linear","linear"
"190","CD56hiCD16negNK_CREB_IL246",223.624513529016,-223.254561030919,0.104127062738297,-1.38536126079753e-05,-0.000922306890103273,"linear","linear"
"191","CD56hiCD16negNK_CREB_LPS",487.405639864033,-485.42702895679,0.115417681654561,6.49240742439749e-07,0.000250731129859833,"linear","linear"
"192","CD56hiCD16negNK_CREB_unstim",510.925560263674,-514.591595217861,0.00819952732282787,-9.66162319826995e-06,-0.00118885148925257,"quadratic","acceleration/decrease"
"193","CD56hiCD16negNK_ERK_IL246",285.827427220409,-284.431604001707,0.95358450792448,-6.82797367450754e-06,-0.000699798431379945,"linear","linear"
"194","CD56hiCD16negNK_ERK_unstim",922.913595473221,-921.224674226316,0.309172735596693,5.6260283597765e-07,8.35970039208102e-05,"linear","linear"
"195","CD56hiCD16negNK_IkB_IFNa",383.238315798044,-381.267331728655,0.944454957008917,1.07769868411931e-06,0.000119701686110746,"linear","linear"
"196","CD56hiCD16negNK_IkB_IL246",327.935287240463,-330.439940043113,0.070200393820551,1.60332254016815e-05,0.00180324663071611,"quadratic","acceleration/increase"
"197","CD56hiCD16negNK_IkB_LPS",355.659112568238,-355.628443040243,0.037321090967764,9.71956206693218e-06,0.00136001446115326,"linear","linear"
"198","CD56hiCD16negNK_IkB_unstim",377.134837956311,-380.451043837627,0.0218596389149142,-1.4760556824398e-05,-0.00174818769427898,"quadratic","acceleration/decrease"
"199","CD56hiCD16negNK_MAPKAPK2_IFNa",312.194658092543,-310.36620139689,0.137878729488432,3.33584497044059e-06,0.000651793586837028,"linear","linear"
"200","CD56hiCD16negNK_MAPKAPK2_IL246",138.674022800474,-136.737559137914,0.12241491604638,3.66847461311142e-06,0.000966108985213605,"linear","linear"
"201","CD56hiCD16negNK_MAPKAPK2_LPS",246.31388945769,-244.477183934333,0.0318088609259027,-4.07220248278949e-06,0.000168684630228443,"linear","linear"
"202","CD56hiCD16negNK_MAPKAPK2_unstim",259.478081559371,-258.536820245907,0.0122899954045443,-9.89990561064748e-06,-0.00163774448929716,"linear","linear"
"203","CD56hiCD16negNK_NFkB_IFNa",93.032284079326,-91.0346183309613,0.0517747544829208,-8.20281099629598e-07,-0.000961376310228587,"linear","linear"
"204","CD56hiCD16negNK_NFkB_IL246",150.586387482057,-148.791216659746,0.364823319634418,-6.32190413603635e-06,-0.000970933629187299,"linear","linear"
"205","CD56hiCD16negNK_NFkB_LPS",226.022576352403,-224.996577668406,0.339516441068879,1.06414095388583e-05,0.00134009912260666,"linear","linear"
"206","CD56hiCD16negNK_NFkB_unstim",217.824211060775,-216.610352327459,0.513823774149445,-9.83374308008212e-06,-0.00117778065653009,"linear","linear"
"207","CD56hiCD16negNK_p38_unstim",462.847465794906,-460.857433887702,0.204509600258872,4.81838165179994e-07,-0.000114102842474135,"linear","linear"
"208","CD56hiCD16negNK_S6_IFNa",298.790748539442,-296.811508773158,0.645361794503292,1.21491696835445e-06,1.91238280364806e-05,"linear","linear"
"209","CD56hiCD16negNK_S6_IL246",226.102907771636,-224.122859366627,0.995588116201445,-1.52391873022838e-06,-0.000151585058770083,"linear","linear"
"210","CD56hiCD16negNK_S6_LPS",300.925188153175,-300.22586142656,0.0248280097158671,9.52614041648019e-06,0.00145623834689207,"linear","linear"
"211","CD56hiCD16negNK_S6_unstim",172.731564798791,-170.739823123665,0.473537415972846,-1.17652003265653e-06,-0.000363593088395895,"linear","linear"
"212","CD56hiCD16negNK_STAT1_IFNa",18.0808816472787,18.0157510644667,4.40265844165902e-11,-3.5479405408266e-05,0.00125520486346041,"quadratic","deceleration/increase"
"213","CD56hiCD16negNK_STAT1_IL246",370.067713846221,-368.114177529314,2.91247651390405e-05,-1.42033183411681e-06,0.000608875152590782,"linear","linear"
"214","CD56hiCD16negNK_STAT1_unstim",627.25947634002,-625.329910184462,0.186835899613386,7.32104495731019e-07,-2.32132894913353e-05,"linear","linear"
"215","CD56hiCD16negNK_STAT3_IFNa",101.833897670299,96.2421372323516,8.30152654289097e-05,-8.96052622291539e-05,-0.00598312046390909,"quadratic","deceleration/increase"
"216","CD56hiCD16negNK_STAT3_IL246",67.4465507101707,62.4544972218369,0.00023278769950348,-7.70389380184755e-05,-0.00524305740943922,"quadratic","deceleration/increase"
"217","CD56hiCD16negNK_STAT3_unstim",104.085763141096,-102.606725115959,0.0861513953011607,1.17918196109165e-05,0.000436215968595668,"linear","linear"
"218","CD56hiCD16negNK_STAT5_IFNa",15.6857817330551,15.9461680691626,0.00118030893480271,-3.23169869724761e-05,-0.00109272215718335,"linear","linear"
"219","CD56hiCD16negNK_STAT5_IL246",82.5447551951317,79.2079245261116,0.0221537812400054,-7.10767546149203e-05,-0.00586540427576425,"quadratic","deceleration/increase"
"220","CD56hiCD16negNK_STAT5_unstim",148.85541825654,-149.76844097969,0.117142103830631,2.3848059225419e-05,0.00194403884259901,"quadratic","deceleration/decrease"
"221","CD56hiCD16negNK_STAT6_IFNa",139.74832766548,-141.198921328318,0.0578462881593599,-2.67476309594661e-05,-0.00209470796486137,"quadratic","deceleration/increase"
"222","CD56hiCD16negNK_STAT6_IL246",115.603044704949,110.187684649696,0.0161383837286651,-9.3494370403434e-05,-0.00847812187971883,"quadratic","deceleration/increase"
"223","CD56hiCD16negNK_STAT6_unstim",481.63443241668,-481.849072338863,0.0381235188429756,6.71225512454667e-06,0.000420421581973907,"quadratic","deceleration/decrease"
"224","CD56loCD16posNK_CREB_IFNa",797.007240874477,-795.846304724281,0.015318875579655,1.48025942719102e-06,0.000251968090995379,"linear","linear"
"225","CD56loCD16posNK_CREB_IL246",579.43459910395,-578.825175043167,0.710194992996416,-3.93194687664168e-06,-0.000359345903045502,"linear","linear"
"226","CD56loCD16posNK_CREB_LPS",736.762512783817,-734.845204306826,0.000911428855595778,-5.68762824937461e-07,0.000119326898340332,"linear","linear"
"227","CD56loCD16posNK_CREB_unstim",504.278889162221,-512.299004956988,0.0021806863157717,-1.33671559924005e-05,-0.00151037741616875,"quadratic","acceleration/decrease"
"228","CD56loCD16posNK_ERK_IL246",540.913044011488,-544.551303516926,0.0488379270272054,-8.93893767468802e-06,-0.000963168495848322,"quadratic","acceleration/decrease"
"229","CD56loCD16posNK_ERK_unstim",Inf,-Inf,NA,0,0,"linear","linear"
"230","CD56loCD16posNK_IkB_IFNa",787.037698630669,-787.964979989411,0.13499715437741,2.84837139079603e-06,0.000331146169784246,"quadratic","acceleration/increase"
"231","CD56loCD16posNK_IkB_IL246",757.756020839724,-756.668057768032,0.195173938713134,1.75879707486895e-06,0.000238472630869461,"linear","linear"
"232","CD56loCD16posNK_IkB_LPS",782.518220674815,-780.950448524476,0.0193687379012683,1.11574764376067e-06,0.000216809918945357,"linear","linear"
"233","CD56loCD16posNK_IkB_unstim",553.456648344833,-556.117274733708,0.0206255932268731,-7.80693174436455e-06,-0.000951212893396432,"quadratic","acceleration/decrease"
"234","CD56loCD16posNK_MAPKAPK2_IFNa",612.141068577493,-610.625094342545,0.00249566297404624,-2.08330358773097e-06,3.46617767648443e-05,"linear","linear"
"235","CD56loCD16posNK_MAPKAPK2_IL246",586.351603601144,-585.505351111613,0.105911101625755,-3.50125276608566e-06,-0.00020943779080542,"linear","linear"
"236","CD56loCD16posNK_MAPKAPK2_LPS",614.750536561281,-615.314953010415,0.00184399836809043,-4.73730907425705e-06,-0.0002192358444403,"quadratic","deceleration/increase"
"237","CD56loCD16posNK_MAPKAPK2_unstim",343.248634571991,-343.950574208704,0.00666776852833779,-1.20175315925595e-05,-0.00173097855287141,"quadratic","acceleration/decrease"
"238","CD56loCD16posNK_NFkB_IFNa",649.471299186633,-647.963526452943,0.597371450858536,1.85504384237e-06,0.000221792876444109,"linear","linear"
"239","CD56loCD16posNK_NFkB_IL246",550.769140784961,-550.172221188672,0.384336608474023,-4.34550275933468e-06,-0.000348945314772119,"linear","linear"
"240","CD56loCD16posNK_NFkB_LPS",598.65880827285,-597.81579640218,0.0430565393020087,3.36522170853601e-06,0.000503722430271354,"linear","linear"
"241","CD56loCD16posNK_NFkB_unstim",288.445831152239,-288.776370614569,0.0434633922611773,-1.34063002725026e-05,-0.00180431874933608,"quadratic","acceleration/decrease"
"242","CD56loCD16posNK_p38_IFNa",516.338729141071,-516.81712981564,0.277888266162428,-6.46622736842308e-06,-0.000605180717785925,"quadratic","deceleration/increase"
"243","CD56loCD16posNK_p38_unstim",1088.30454929037,-1086.38121395179,0.186156163975917,1.69665467513749e-07,-4.48199298322715e-06,"linear","linear"
"244","CD56loCD16posNK_S6_IFNa",761.994858241208,-761.219143890599,0.59751527519372,-2.00811607141645e-06,-0.000174933736173175,"linear","linear"
"245","CD56loCD16posNK_S6_IL246",762.787516685835,-760.823266221211,0.802235108077517,3.42921592318585e-07,4.61572331954215e-05,"linear","linear"
"246","CD56loCD16posNK_S6_LPS",722.06344842663,-720.237330411487,0.0800019886948021,-8.66046239731764e-07,9.92338329714065e-06,"linear","linear"
"247","CD56loCD16posNK_S6_unstim",206.792174304841,-204.858736424488,0.467834707206527,2.98563420811947e-06,0.000519173630068426,"linear","linear"
"248","CD56loCD16posNK_STAT1_IFNa",139.605748113925,-140.686571964234,4.02874200220186e-17,-2.52837096045331e-05,0.00117584359250227,"quadratic","deceleration/increase"
"249","CD56loCD16posNK_STAT1_unstim",675.942655987629,-674.019320649042,0.186156163975918,6.70731095308633e-07,-1.77184674457218e-05,"linear","linear"
"250","CD56loCD16posNK_STAT3_IFNa",67.3949050115091,60.4171493565704,0.000109481917540446,-8.52149199417271e-05,-0.00611900643348373,"quadratic","deceleration/increase"
"251","CD56loCD16posNK_STAT3_IL246",76.5813797825116,-77.2323494361045,0.000126956762552086,-2.8957229219481e-05,-0.000992163169568201,"quadratic","deceleration/increase"
"252","CD56loCD16posNK_STAT3_unstim",180.388258465212,-178.513577891029,0.168143649408131,4.4731481508569e-06,-1.41559548445948e-05,"linear","linear"
"253","CD56loCD16posNK_STAT5_IFNa",167.451897994621,-170.59733181308,0.000694679427194256,-2.96769552839279e-05,-0.00186858939134108,"quadratic","deceleration/increase"
"254","CD56loCD16posNK_STAT5_IL246",31.9122994749476,29.3931699466754,0.00515234469544951,-5.41122852181484e-05,-0.00370606617819197,"quadratic","deceleration/increase"
"255","CD56loCD16posNK_STAT5_unstim",261.90167229852,-267.940027442358,0.002378807291094,2.69453144667474e-05,0.00216201392307561,"quadratic","deceleration/decrease"
"256","CD56loCD16posNK_STAT6_IFNa",621.975153371511,-630.690477519875,0.0052088173642877,-9.32663749081695e-06,-0.00093895091131866,"quadratic","acceleration/decrease"
"257","CD56loCD16posNK_STAT6_IL246",94.3790681775861,86.9509298095116,0.00582067598704017,-9.54741138590699e-05,-0.00866329539036048,"quadratic","deceleration/increase"
"258","CD56loCD16posNK_STAT6_unstim",1246.34306505095,-1247.56791145889,0.017335598636058,6.46385536161863e-07,4.3033625112257e-05,"quadratic","deceleration/decrease"
"259","CD8Tcm_CREB_IFNa",839.11875934651,-839.385379379275,0.00898320355254197,-2.10928618428134e-06,-0.000109519115270618,"quadratic","deceleration/increase"
"260","CD8Tcm_CREB_IL246",570.109792789124,-574.330386999157,0.0434675469876339,-8.51028218731313e-06,-0.000886656541692328,"quadratic","acceleration/decrease"
"261","CD8Tcm_CREB_unstim",610.717923473211,-613.674546304837,0.00351774909105859,-6.64880939892595e-06,-0.000866798132485518,"quadratic","acceleration/decrease"
"262","CD8Tcm_ERK_IFNa",680.918056954935,-678.920899425839,0.18228605248326,1.27042679523925e-07,9.66154009332086e-05,"linear","linear"
"263","CD8Tcm_ERK_IL246",548.515725807942,-552.633673765837,0.0392177698764458,-9.0712119924372e-06,-0.000972382091995083,"quadratic","acceleration/decrease"
"264","CD8Tcm_ERK_unstim",554.7369266699,-552.760536112495,0.08879980209005,-5.57564817651939e-07,-0.000219022522197826,"linear","linear"
"265","CD8Tcm_IkB_IFNa",659.093725785946,-657.118464878978,0.728598801996112,4.03061785401495e-07,1.6767601757117e-05,"linear","linear"
"266","CD8Tcm_IkB_IL246",615.379839567467,-613.720696572287,0.603069620549975,-1.72989368682078e-06,-0.000213105238503729,"linear","linear"
"267","CD8Tcm_IkB_unstim",462.62502697442,-464.580915474239,0.0340923604545963,-9.74720640693195e-06,-0.00119384895671203,"quadratic","acceleration/decrease"
"268","CD8Tcm_MAPKAPK2_IFNa",825.487352880955,-823.539271377559,0.0103650673225161,3.35306268318069e-07,0.000133897457270717,"linear","linear"
"269","CD8Tcm_MAPKAPK2_IL246",752.400812610756,-756.194071980166,0.056048321343082,-4.47613815114443e-06,-0.0004318185555838,"quadratic","deceleration/increase"
"270","CD8Tcm_MAPKAPK2_unstim",652.976118578714,-655.03157702769,0.0135935369420035,-5.23172539379686e-06,-0.000671163309926383,"quadratic","acceleration/decrease"
"271","CD8Tcm_NFkB_IFNa",472.874917089053,-470.883289911821,0.515033850630425,-4.36221301813826e-07,-0.000125286862263192,"linear","linear"
"272","CD8Tcm_NFkB_IL246",502.526456085746,-500.541270324084,0.259428433072672,-5.25630941761342e-07,-0.000180945790924477,"linear","linear"
"273","CD8Tcm_NFkB_unstim",223.766316240809,-223.510318376248,0.0657493035109847,-1.44016083107865e-05,-0.00196904315306469,"linear","linear"
"274","CD8Tcm_p38_IFNa",533.638317845329,-537.772054244508,0.0469151913280969,-9.54444951097179e-06,-0.000917965281621085,"quadratic","deceleration/increase"
"275","CD8Tcm_p38_unstim",981.34213484964,-979.418799511053,0.186156163975918,2.42346868697366e-07,-6.40199199592952e-06,"linear","linear"
"276","CD8Tcm_S6_IFNa",635.39767176005,-633.638340252417,0.372417647603405,1.35999288389667e-06,0.000200836658120621,"linear","linear"
"277","CD8Tcm_S6_IL246",626.658687511704,-625.081045869159,0.599406802009941,1.85433021870733e-06,0.000145383397214254,"linear","linear"
"278","CD8Tcm_S6_unstim",163.827810872566,-161.834275018788,0.557562358541814,1.07379010441177e-06,0.000313457433894938,"linear","linear"
"279","CD8Tcm_STAT1_IFNa",5.66338827089689,2.69888856825028,7.68741001177001e-13,-5.19261785853368e-05,-0.000342067848194759,"quadratic","deceleration/increase"
"280","CD8Tcm_STAT1_unstim",465.825262802772,-463.901927464185,0.186156163975917,1.3512152005769e-06,-3.56945767253711e-05,"linear","linear"
"281","CD8Tcm_STAT3_IFNa",99.2441361399351,93.8474070579203,0.000128281424999359,-8.62366873886954e-05,-0.00578129769003628,"quadratic","deceleration/increase"
"282","CD8Tcm_STAT3_IL246",179.051393884023,180.668017529423,0.170378070528571,-2.59162525096256e-05,-0.001067162092211,"linear","linear"
"283","CD8Tcm_STAT3_unstim",99.7724154077535,-97.8994937965086,0.170728755802738,5.89307606645143e-06,-1.07800355518852e-05,"linear","linear"
"284","CD8Tcm_STAT5_IFNa",108.911688801573,105.201972062341,0.000849214817333007,-7.8466976083578e-05,-0.00522979445367614,"quadratic","deceleration/increase"
"285","CD8Tcm_STAT5_IL246",136.148619710436,132.042938766206,0.00453962885409335,-8.87956021439521e-05,-0.00673722553327861,"quadratic","deceleration/increase"
"286","CD8Tcm_STAT5_unstim",66.0318314340983,-69.8302550583894,0.0196762435532913,4.41279876145374e-05,0.00367766499267709,"quadratic","deceleration/decrease"
"287","CD8Tcm_STAT6_IFNa",207.001868337563,-215.612464758886,0.00128942127524246,-3.70171180679904e-05,-0.00316809403978422,"quadratic","deceleration/increase"
"288","CD8Tcm_STAT6_IL246",75.1544920115291,69.6982079287069,0.0116821865366995,-7.98945857360251e-05,-0.00697764927524448,"quadratic","deceleration/increase"
"289","CD8Tcm_STAT6_unstim",346.585666465505,-344.635615905193,0.0352274108368077,1.62303749585153e-06,-0.000243949538247446,"linear","linear"
"290","CD8Teff_CREB_IFNa",958.723959737024,-956.72399133673,0.781844391532513,5.30615529674668e-09,7.41346617495608e-06,"linear","linear"
"291","CD8Teff_CREB_IL246",665.737641500054,-666.628028362663,0.2247367087764,-4.24100520846063e-06,-0.000448750739000738,"quadratic","acceleration/decrease"
"292","CD8Teff_CREB_unstim",754.587890152077,-759.217736730208,0.0167189434130671,-4.74707674703211e-06,-0.000537350748453481,"quadratic","acceleration/decrease"
"293","CD8Teff_ERK_IFNa",748.596529703543,-748.72423637575,0.161130424638086,-2.76405497875693e-06,-0.000212665501416113,"quadratic","deceleration/increase"
"294","CD8Teff_ERK_IL246",591.675507111916,-591.580022597619,0.633778365350974,-4.41378007895796e-06,-0.000480370963843456,"linear","linear"
"295","CD8Teff_ERK_unstim",515.469900438818,-514.613592689538,0.323776647973088,-4.41511184601278e-06,-0.000547893663842087,"linear","linear"
"296","CD8Teff_IkB_IFNa",746.301491807724,-744.330681146721,0.0212086244684578,3.27372710836295e-07,0.000149975741351156,"linear","linear"
"297","CD8Teff_IkB_IL246",687.647158508281,-685.654312384897,0.293832985368413,-1.97073332719675e-07,4.48825471431595e-05,"linear","linear"
"298","CD8Teff_IkB_unstim",465.667301449085,-466.461490601238,0.0102831029022773,-8.12492970468074e-06,-0.00114003221271011,"quadratic","acceleration/decrease"
"299","CD8Teff_MAPKAPK2_IFNa",728.693442267064,-726.725549731655,0.00672299258041771,-3.64100689167397e-07,0.00011055438942316,"linear","linear"
"300","CD8Teff_MAPKAPK2_IL246",720.064416990607,-720.584362473874,0.281244597471374,-3.30603659808236e-06,-0.000343984385727353,"quadratic","acceleration/decrease"
"301","CD8Teff_MAPKAPK2_unstim",485.188090879346,-484.85692220344,0.300942656047043,-5.89455788615069e-06,-0.000712621017744477,"linear","linear"
"302","CD8Teff_NFkB_IFNa",508.374534481771,-507.2727632458,0.501108410930606,4.00801801502204e-06,0.000474734908013404,"linear","linear"
"303","CD8Teff_NFkB_IL246",513.532799006535,-511.723393045725,0.81655403738122,-1.81691823343475e-06,-0.000155731706438013,"linear","linear"
"304","CD8Teff_NFkB_unstim",213.711339997798,-212.808985179699,0.107900109080656,-1.18274645673734e-05,-0.00166026260082379,"linear","linear"
"305","CD8Teff_p38_IFNa",614.354812603346,-613.911775916487,0.645366864152054,-3.70234641106097e-06,-0.000333098515543584,"linear","linear"
"306","CD8Teff_p38_unstim",1223.65577219342,-1221.73243685483,0.186156163975918,1.08056897504967e-07,-2.85450105730742e-06,"linear","linear"
"307","CD8Teff_S6_IFNa",755.59269605431,-753.993696088588,0.295662878449971,1.17566365467118e-06,0.000168485241257547,"linear","linear"
"308","CD8Teff_S6_IL246",728.143063644571,-727.382619089636,0.375629095652499,-2.26190763045884e-06,-0.000273098983556971,"linear","linear"
"309","CD8Teff_S6_unstim",206.603356264992,-204.704558999779,0.485276841289743,3.68355722678627e-06,0.000580291498435593,"linear","linear"
"310","CD8Teff_STAT1_IFNa",17.3143786243487,15.8958939363201,1.94386285947533e-07,-4.49102843806246e-05,-0.000930369285043365,"quadratic","deceleration/increase"
"311","CD8Teff_STAT1_unstim",470.1592171796,-468.235881841013,0.186156163975917,1.33183517443616e-06,-3.5182621390851e-05,"linear","linear"
"312","CD8Teff_STAT3_IFNa",177.237608574089,169.51502916685,0.000788764821789274,-0.000127732842980937,-0.0103203908770367,"quadratic","deceleration/increase"
"313","CD8Teff_STAT3_IL246",401.025231169994,400.894265191277,0.351361440866721,-0.000127680525273798,-0.0125935112761959,"quadratic","deceleration/increase"
"314","CD8Teff_STAT3_unstim",53.5761993561728,-55.3376542427299,0.0121405507970882,3.7173635110538e-05,0.00254340398463751,"quadratic","deceleration/decrease"
"315","CD8Teff_STAT5_IFNa",132.854274062352,130.534522068309,0.0717808287918552,-7.40917696863073e-05,-0.00642251147235948,"quadratic","deceleration/increase"
"316","CD8Teff_STAT5_IL246",91.0144862174771,88.6019911937267,0.00429153289312875,-6.51248258360004e-05,-0.00435680756541101,"quadratic","deceleration/increase"
"317","CD8Teff_STAT5_unstim",85.4335931164951,-87.6866865488555,0.0137575199982436,3.55170583056545e-05,0.00257401594466742,"quadratic","deceleration/decrease"
"318","CD8Teff_STAT6_IFNa",175.345275155596,-178.429468108929,0.0827860672445708,-2.87366804113544e-05,-0.00285791768824465,"quadratic","deceleration/increase"
"319","CD8Teff_STAT6_IL246",85.8209275880344,80.6435666250215,0.0223975486934897,-8.12605986218369e-05,-0.00749400017493215,"quadratic","deceleration/increase"
"320","CD8Teff_STAT6_unstim",323.286710953952,-321.514865449098,0.0398281592709992,-3.74780927022815e-06,-0.000801643234094344,"linear","linear"
"321","CD8Tem_CREB_IFNa",848.508377915899,-846.580529295771,0.0228251036094305,-3.66068152742472e-07,4.59272004475154e-05,"linear","linear"
"322","CD8Tem_CREB_IL246",572.725525241034,-577.397163016959,0.0378578605578894,-8.73038620465311e-06,-0.000879361213909588,"quadratic","acceleration/decrease"
"323","CD8Tem_CREB_unstim",576.984871561755,-578.40874572248,0.00834039973337095,-6.19937222887325e-06,-0.000842147616671437,"quadratic","acceleration/decrease"
"324","CD8Tem_ERK_IFNa",835.676843719866,-834.069701657812,0.0110905438895255,8.91047521661729e-07,0.000185043198852774,"linear","linear"
"325","CD8Tem_ERK_IL246",595.358277467215,-597.912206811974,0.093512180093505,-6.71226965112806e-06,-0.000713266768202505,"quadratic","acceleration/decrease"
"326","CD8Tem_ERK_unstim",542.597019670357,-540.660784428779,0.0997700728283242,-9.54087280060506e-07,-0.000259677475131099,"linear","linear"
"327","CD8Tem_IkB_IFNa",752.215728411291,-750.251610879484,0.376495540545583,-3.55881096381026e-07,8.32969238696747e-06,"linear","linear"
"328","CD8Tem_IkB_IL246",730.878972889868,-728.954115889336,0.178131206860091,-5.52926914371335e-07,1.66220187067239e-05,"linear","linear"
"329","CD8Tem_IkB_unstim",471.359727638289,-471.591793979491,0.0281219903591943,-7.13198418268179e-06,-0.00099487746180707,"quadratic","acceleration/decrease"
"330","CD8Tem_MAPKAPK2_IFNa",941.667719350171,-940.292677097416,0.0191170473355767,-7.89047259472056e-07,-1.64436592800833e-05,"linear","linear"
"331","CD8Tem_MAPKAPK2_IL246",765.592790579079,-769.257978524192,0.061637360462984,-4.23685814821755e-06,-0.000429344942258977,"quadratic","acceleration/decrease"
"332","CD8Tem_MAPKAPK2_unstim",711.794642672823,-716.112817725088,0.0037861569421811,-5.34741493281893e-06,-0.00066058243241329,"quadratic","acceleration/decrease"
"333","CD8Tem_NFkB_IFNa",577.467677055771,-575.61140104015,0.015324785707347,1.27504071796267e-06,-8.98179457359679e-05,"linear","linear"
"334","CD8Tem_NFkB_IL246",504.805375279959,-502.918816335918,0.467285680760596,-1.4432977417939e-06,-0.000226030778365117,"linear","linear"
"335","CD8Tem_NFkB_unstim",163.342432491285,-161.462380705099,0.117440256297435,-4.63213517465644e-06,-0.0010157112662683,"linear","linear"
"336","CD8Tem_p38_IFNa",545.003666304735,-545.817249582146,0.247693952375506,-6.25830107462143e-06,-0.00064220428227408,"quadratic","acceleration/decrease"
"337","CD8Tem_p38_unstim",974.445223630453,-972.521888291866,0.186156163975918,2.47982888472954e-07,-6.55087674812855e-06,"linear","linear"
"338","CD8Tem_S6_IFNa",783.457854475872,-781.571670436013,0.205190395511445,5.71059464158288e-07,0.000113578962513462,"linear","linear"
"339","CD8Tem_S6_IL246",760.567916004673,-758.851871201025,0.657561067830097,-9.73235891798765e-07,-7.57046092683131e-05,"linear","linear"
"340","CD8Tem_S6_unstim",187.824553642749,-185.915450055102,0.478958263132869,3.71652645437746e-06,0.000600637997004038,"linear","linear"
"341","CD8Tem_STAT1_IFNa",45.0886163903416,-47.2148647573434,1.1302277988532e-11,-4.00275428615029e-05,-0.000126810007099513,"quadratic","deceleration/increase"
"342","CD8Tem_STAT1_unstim",492.81624330028,-490.892907961692,0.186156163975917,1.23495483818908e-06,-3.26233676214478e-05,"linear","linear"
"343","CD8Tem_STAT3_IFNa",93.1886663249858,88.8567757546177,0.00154287873858748,-7.83317080995123e-05,-0.00563069450152405,"quadratic","deceleration/increase"
"344","CD8Tem_STAT3_IL246",33.1544990678741,-32.1588881418877,0.267550226065819,-2.06567445539464e-05,-0.00145563344261949,"linear","linear"
"345","CD8Tem_STAT3_unstim",120.179251148406,-118.251754055897,0.188808202284173,4.15892881187882e-06,-0.000121454565834129,"linear","linear"
"346","CD8Tem_STAT5_IFNa",76.3415112104109,74.8541031847705,0.0437558760269004,-5.52180666393749e-05,-0.00417717725693656,"quadratic","deceleration/increase"
"347","CD8Tem_STAT5_IL246",122.294135495557,118.109527652181,0.00662190634647814,-8.53232378411446e-05,-0.00667247619005311,"quadratic","deceleration/increase"
"348","CD8Tem_STAT5_unstim",91.3110970228708,-95.1009015560119,0.00756229020375882,4.05323530094155e-05,0.00312724802358746,"quadratic","deceleration/decrease"
"349","CD8Tem_STAT6_IFNa",292.329627836641,-296.15525680777,0.0562605685745597,-2.08023013703478e-05,-0.00212367322223938,"quadratic","acceleration/decrease"
"350","CD8Tem_STAT6_IL246",65.6399656471866,59.043213103086,0.0136729513064786,-8.29528887557662e-05,-0.00796854875633211,"quadratic","deceleration/increase"
"351","CD8Tem_STAT6_unstim",366.697623318103,-364.768652369428,0.0646860977424908,1.80988488580271e-06,-0.000151878648904894,"linear","linear"
"352","CD8Tnaive_CREB_IFNa",1279.82768458485,-1279.34562599474,0.637672230169246,-3.97761650270253e-07,-4.36768492626608e-05,"linear","linear"
"353","CD8Tnaive_CREB_IL246",1097.98193446019,-1099.98312515716,0.0559266511247475,-1.17908955227656e-06,-0.00013890413678681,"quadratic","acceleration/decrease"
"354","CD8Tnaive_CREB_unstim",1299.86693448334,-1303.26797576217,0.0648310021970817,-6.97307745939088e-07,-7.29083443999819e-05,"quadratic","acceleration/decrease"
"355","CD8Tnaive_ERK_IFNa",746.481447870051,-745.282339979594,0.887126233360378,-1.71158518760641e-06,-0.000177822459461135,"linear","linear"
"356","CD8Tnaive_ERK_IL246",748.740869641545,-751.134504796039,0.104294580917197,-3.95511986218045e-06,-0.000371094603381356,"quadratic","deceleration/increase"
"357","CD8Tnaive_ERK_unstim",528.146972811763,-526.442354160616,0.424664358364089,-2.15397297630065e-06,-0.000298229055076564,"linear","linear"
"358","CD8Tnaive_IkB_IFNa",609.544157384484,-607.84951902205,0.0541110373997176,1.66960692893999e-06,0.000320764734273935,"linear","linear"
"359","CD8Tnaive_IkB_IL246",599.423998716564,-598.622278072331,0.822386010631519,-3.41578631139393e-06,-0.000322106582538329,"linear","linear"
"360","CD8Tnaive_IkB_unstim",336.858153091875,-340.401677360815,0.00589308328887956,-1.75014572527888e-05,-0.00218385378114718,"quadratic","acceleration/decrease"
"361","CD8Tnaive_MAPKAPK2_IFNa",712.856648633371,-713.359042623131,0.00272957772358876,-3.37471351368345e-06,-0.000160867975655852,"quadratic","deceleration/increase"
"362","CD8Tnaive_MAPKAPK2_IL246",720.895675920079,-729.811797372679,0.00474409974001634,-6.76722942888331e-06,-0.00067132722158777,"quadratic","deceleration/increase"
