,Spearman corr,pvalue,Lasso mean coef,Lasso ModelIndex,Lasso rank,Lasso 1SE mean coef,Lasso 1SE ModelIndex,Lasso 1SE rank,ElasticNet mean coef,ElasticNet ModelIndex,ElasticNet rank,rank sum
EGA,-0.0714995158380062,0.3845875868296798,6.512728785287535,2.702813299360811,1,6.512728785287535,2.702813299360811,1,6.386949773862638,2.6506144137527325,1,1.0
pDCs_168Er_STAT6_IFNa,0.0856802215996885,0.2971780058457949,1.9865663253481791,1.0468873490615913,2,1.9865663253481791,1.0468873490615913,2,1.3735376977070346,0.7238314778826505,5,2.75
ncMCs_150Nd_STAT5_GMCSF,0.1003673591564859,0.2216889883641238,-0.9383734623399175,0.6139363538988348,3,-0.9383734623399175,0.6139363538988348,3,-1.0714155599556465,0.7009799283426162,6,3.75
MDSCs_154Sm_STAT3_IL246,0.12497577413815,0.1275560180499875,-0.5741332485889504,0.5134468168938133,4,-0.5741332485889504,0.5134468168938133,4,-0.6372116523978135,0.5698577732876505,9,5.25
pDCs_168Er_STAT6_IL246,0.1199512076087482,0.1437162713115778,0.4905690619803025,0.4133015202476969,7,0.4905690619803025,0.4133015202476969,7,0.8744718199630426,0.7367373130819401,4,6.25
Granulocytes_159Tb_MAPKAPK2_LPS,0.12581037623777,0.1250128727044963,-0.4997641612588678,0.45130965941075146,6,-0.4997641612588678,0.45130965941075146,6,-0.6690027423492475,0.604139758709319,8,6.5
MDSCs_159Tb_MAPKAPK2_GMCSF,-0.1189807903184917,0.1470090486026305,-0.5576099297616534,0.46429721633005516,5,-0.5576099297616534,0.46429721633005516,5,-0.5216163089269136,0.4343269143909335,11,6.5
cMCs_154Sm_STAT3_IL246,0.1896535188964815,0.0200998842023163,-0.18762262970817772,0.31835928724003065,8,-0.18762262970817772,0.31835928724003065,8,-0.5908585565475932,1.002572606591956,2,6.5
CD56hiCD16negNK_168Er_STAT6_IL246,0.1637469808991273,0.0452587556557196,0.16012266325447694,0.21525247840655104,10,0.16012266325447694,0.21525247840655104,10,0.6547206949942809,0.8801393219247382,3,8.25
ncMCs_155Gd_S6_unstim,0.1292528027573986,0.1149349437575152,-0.17672430242656711,0.1660409494076775,12,-0.17672430242656711,0.1660409494076775,12,-0.44901014139974416,0.42186654097937615,12,12.0
CD8Tem_153Eu_STAT1_IFNa,0.0592369939220187,0.471484640647933,0.730060940451635,0.23838858791497153,9,0.730060940451635,0.23838858791497153,9,0.8666576865659036,0.2829918581567899,23,12.5
Bcells_168Er_STAT6_IFNa,0.0680048762864389,0.4083070273861128,0.44806691087981293,0.1743039183311251,11,0.44806691087981293,0.1743039183311251,11,0.8822282996446951,0.34319840576650906,18,12.75
CD8Tem_154Sm_STAT3_IL246,0.1109542431946413,0.1764661658670162,0.202339970238922,0.1524304998379122,13,0.202339970238922,0.1524304998379122,13,0.5092469343724303,0.38363534726062826,16,13.75
intMCs_167Er_ERK_GMCSF,0.090136418192529,0.2726672944227791,-0.1506591976447746,0.08502707204204264,16,-0.1506591976447746,0.08502707204204264,16,-0.5052507286223024,0.28514681329416364,21,17.25
CD8Tcm_154Sm_STAT3_IFNa,0.1381558139060455,0.0917965055119782,0.0484488788864582,0.05024991029640766,22,0.0484488788864582,0.05024991029640766,22,0.5852327092827836,0.6069880628796801,7,18.25
CD8Tcm_154Sm_STAT3_IL246,0.0660622275226043,0.4218572832145909,0.2989140445891636,0.11204328106853144,15,0.2989140445891636,0.11204328106853144,15,0.45004629145080244,0.16869285347959356,32,19.25
CD56hiCD16negNK_154Sm_STAT3_IL246,0.0263900967755759,0.7485412862914784,0.9461994214080789,0.11901697592389641,14,0.9461994214080789,0.11901697592389641,14,1.093737006636012,0.1375748790800955,36,19.5
CD8Tcm_153Eu_STAT1_IFNa,0.049380905512775,0.5484415691315863,0.3133040179179086,0.08173150488677433,17,0.3133040179179086,0.08173150488677433,17,0.7553054031413204,0.19703624504434816,28,19.75
ncMCs_168Er_STAT6_IL246,0.0768503115734456,0.3499275861199801,-0.13922203282026197,0.06348828466338817,18,-0.13922203282026197,0.06348828466338817,18,-0.49946099056789545,0.2277651094806986,26,20.0
CD8Tem_154Sm_STAT3_IFNa,0.0923668223977591,0.2609283811350353,0.06094164670830418,0.03555815159024821,24,0.06094164670830418,0.03555815159024821,24,0.7056248035259489,0.4117170290739096,13,21.25
Tregs_153Eu_STAT1_IFNa,0.0870004729806389,0.2897688221584075,0.08599401736328309,0.046260339278642225,23,0.08599401736328309,0.046260339278642225,23,0.5297251149708794,0.28496474864580135,22,22.75
CD4Tcm_154Sm_STAT3_IL246,0.1315163404430841,0.1086608938453749,-0.024044696050870867,0.023177325160681852,26,-0.024044696050870867,0.023177325160681852,26,-0.36931137642398987,0.35598910623816216,17,23.75
CD4Tem_150Nd_STAT5_IFNa,0.0464443082090389,0.5725020146902294,-0.2268610785133415,0.05495096663344705,19,-0.2268610785133415,0.05495096663344705,19,-0.5089081274699735,0.123269243518332,39,24.0
Granulocytes_151Eu_p38_LPS,0.1632326848379908,0.0459483937398202,-0.013667460941203332,0.018283367960536992,29,-0.013667460941203332,0.018283367960536992,29,-0.29998345426319817,0.40129676609005027,14,25.25
pDCs_154Sm_STAT3_GMCSF,0.1100866136523308,0.179894143070494,0.04354908338402211,0.03244332574278576,25,0.04354908338402211,0.03244332574278576,25,0.2154903576359969,0.16053664793732683,33,27.0
CD4negCD8negTcells_150Nd_STAT5_IFNa,-0.0318388890808212,0.6989182104016509,-0.14129713260997304,0.021982109776018426,27,-0.14129713260997304,0.021982109776018426,27,-0.8376833248972545,0.13032144718931016,37,29.5
cMCs_153Eu_STAT1_IFNa,0.0978078526218771,0.2337584168738834,-0.08133059434170134,0.05133853412799744,21,-0.08133059434170134,0.05133853412799744,21,-0.11427361373796152,0.07213324661280486,56,29.75
MDSCs_168Er_STAT6_IL246,-0.0065693197602059,0.9364080940820771,1.8536795232496208,0.05289445050559687,20,1.8536795232496208,0.05289445050559687,20,1.7768319036647455,0.050701615897660306,66,31.5
CD56hiCD16negNK_153Eu_STAT1_IFNa,0.0324002005094356,0.6938737325670243,0.13050483309771482,0.0207136687662578,28,0.13050483309771482,0.0207136687662578,28,0.6311055600749595,0.1001687923553632,45,32.25
CD56hiCD16negNK_154Sm_STAT3_IFNa,0.0710664688764237,0.3874807147773456,0.023932478122118434,0.009854195660226427,32,0.023932478122118434,0.009854195660226427,32,0.20743251014886555,0.08541031692867956,50,36.5
CD4Tnaive_154Sm_STAT3_IL246,0.0585710379940943,0.4764917820577862,-0.024511423724017184,0.007891320141929307,34,-0.024511423724017184,0.007891320141929307,34,-0.20817190916721667,0.06701981893387562,58,40.0
cMCs_167Er_ERK_LPS,0.0919834855809001,0.2629209163953326,-0.009498290076308863,0.00551066914072921,35,-0.009498290076308863,0.00551066914072921,35,-0.09285386622731304,0.05387147908785484,64,42.25
CD8Teff_154Sm_STAT3_IL246,-0.0467376968328709,0.5700760405505997,-0.04883112593401157,0.011918076734500077,31,-0.04883112593401157,0.011918076734500077,31,-0.1766482500711165,0.04311404578726596,77,42.5
CD56hiCD16negNK_168Er_STAT6_IFNa,-0.0172442919199228,0.8340990089204707,0.06766981873173544,0.005331190377740098,36,0.06766981873173544,0.005331190377740098,36,0.6323029149799688,0.04981433790330733,69,44.25
Granulocytes_154Sm_STAT3_IFNa,-0.0521965033490175,0.5258466820835623,0.01482984416666378,0.00413961548384427,38,0.01482984416666378,0.00413961548384427,38,0.14581550023781248,0.04070306442773233,80,48.5
pDCs_155Gd_S6_GMCSF,0.0865139617671568,0.2924846441525223,0.008286537463561325,0.004424156912481288,37,0.008286537463561325,0.004424156912481288,37,0.06765211167015762,0.03611925473162001,84,48.75
CD4negCD8negTcells_150Nd_STAT5_IL246,-0.0030494635749809,0.970456461855433,-1.161896071893172,0.015132469189268152,30,-1.161896071893172,0.015132469189268152,30,-0.9188986391075987,0.011967684271192422,109,49.75
MDSCs_168Er_STAT6_IFNa,0.0008784041563836,0.991488158121567,2.4897003161452007,0.009242933851736352,33,2.4897003161452007,0.009242933851736352,33,2.118497634418594,0.007864855610537274,117,54.0
CD4Teff_153Eu_STAT1_IFNa,0.020833277980679,0.8002315192162798,0.025165850493508845,0.002435660401514946,40,0.025165850493508845,0.002435660401514946,40,0.2006762959142694,0.019422324216984234,97,54.25
Granulocytes_154Sm_STAT3_unstim,0.0217285392922839,0.7918383859893605,-0.008295402718591133,0.0008408506283928934,42,-0.008295402718591133,0.0008408506283928934,42,-0.23210284093663072,0.023526744423866593,93,54.75
CD4Tnaive_154Sm_STAT3_unstim,-0.0128599756738986,0.87588265020343,0.06759791609051106,0.0038905356158404217,39,0.06759791609051106,0.0038905356158404217,39,0.10178344212904163,0.00585805198751468,125,60.5
Granulocytes_154Sm_STAT3_GMCSF,0.0097511709884521,0.905726388155636,-0.03596469379027806,0.0015465889714731521,41,-0.03596469379027806,0.0015465889714731521,41,-0.04675103041427553,0.002010433578702393,143,66.5
CD8Teff_154Sm_STAT3_IFNa,-0.0004409719921838,0.9957268683718912,0.04398187558379311,8.179634216088311e-05,43,0.04398187558379311,8.179634216088311e-05,43,0.4289339279158122,0.0007977201032586685,156,71.25
pDCs_155Gd_S6_IL246,-8.535207339920495e-05,0.9991729127655428,0.05676809533271061,2.0399504278433975e-05,44,0.05676809533271061,2.0399504278433975e-05,44,0.0986008818080783,3.543203446429975e-05,183,78.75
CD8Tnaive_153Eu_STAT1_IFNa,0.0462229742454438,0.5743353878173874,0.0,0.0,45,0.0,0.0,518,0.2678852881483623,0.06451599899754033,60,167.0
CD4Tnaive_153Eu_STAT1_IL246,0.0463200050089833,0.5735313153629067,0.0,0.0,69,0.0,0.0,497,0.2091776590541558,0.05050445313240779,67,175.5
MDSCs_154Sm_STAT3_unstim,-0.0481243868334002,0.5586759201031591,0.0,0.0,53,0.0,0.0,517,0.04850173703652707,0.01226318147570554,106,182.25
CD4Tem_150Nd_STAT5_IL246,0.0642698897479216,0.4345874665115693,0.0,0.0,138,0.0,0.0,432,-0.27063398737718136,0.09794861126442175,46,188.5
CD8Tem_166Er_NFkB_unstim,-0.0489638941482506,0.5518279469439943,0.0,0.0,52,0.0,0.0,525,0.02035176415477856,0.005254750381452077,129,189.5
mDCs_159Tb_MAPKAPK2_LPS,-0.0434713034875415,0.5973546388697327,0.0,0.0,51,0.0,0.0,524,-0.016209291796249067,0.003627116906099678,133,189.75
pDCs_153Eu_STAT1_IFNa,0.036193756717427,0.6601420498783841,0.0,0.0,80,0.0,0.0,508,0.11379623682956465,0.02052458543823785,95,190.75
CD4Teff_154Sm_STAT3_IFNa,0.035665387980739,0.6648013454668545,0.0,0.0,86,0.0,0.0,536,0.2528610674522,0.044834318030935315,76,196.0
mDCs_153Eu_STAT1_unstim,0.0329584990245716,0.6888696142084765,0.0,0.0,46,0.0,0.0,519,0.0,0.0,189,200.0
CD4Tcm_156Gd_IkB_IFNa,0.0430178847052557,0.601187228959881,0.0,0.0,48,0.0,0.0,521,0.0,0.0,185,200.5
pDCs_149Sm_CREB_unstim,0.0429875319935526,0.6014441817802443,0.0,0.0,47,0.0,0.0,520,0.0,0.0,188,200.5
CD8Tem_150Nd_STAT5_IFNa,-0.049499106122635,0.5474835617808435,0.0,0.0,162,0.0,0.0,411,0.18842835344985542,0.04929830585748717,71,201.5
cMCs_167Er_ERK_GMCSF,0.0524604383246078,0.5237530402963182,0.0,0.0,169,0.0,0.0,418,-0.2692040020303332,0.07561225492328867,54,202.5
cMCs_150Nd_STAT5_IFNa,0.06847157046377,0.4050904143066074,0.0,0.0,141,0.0,0.0,435,-0.05726291251223945,0.02247271740486875,94,202.75
NKT_166Er_NFkB_unstim,-0.0691543658065062,0.4004114714529279,0.0,0.0,144,0.0,0.0,438,-0.06732865505325958,0.026762701996140777,90,204.0
CD8Tcm_149Sm_CREB_IFNa,0.0493144250578035,0.5489807482116476,0.0,0.0,49,0.0,0.0,522,0.0,0.0,203,205.75
CD4Teff_154Sm_STAT3_unstim,-0.0362385922929102,0.6597472744582898,0.0,0.0,79,0.0,0.0,507,0.002388130564643894,0.00043134986277355267,161,206.5
ncMCs_153Eu_STAT1_IFNa,0.0690326264398834,0.4012433429530141,0.0,0.0,146,0.0,0.0,440,0.03928170787073466,0.01557881737008673,102,208.5
CD8Tem_150Nd_STAT5_unstim,-0.0449435809453165,0.5849865054612556,0.0,0.0,64,0.0,0.0,516,0.0,0.0,192,209.0
CD4Tem_154Sm_STAT3_IL246,0.0632581435239192,0.4418693441044584,0.0,0.0,122,0.0,0.0,550,-0.2902784827775196,0.1029635565984403,42,209.0
intMCs_150Nd_STAT5_IL246,0.0457721815435329,0.5780779172586952,0.0,0.0,65,0.0,0.0,515,0.0,0.0,196,210.25
MDSCs_150Nd_STAT5_unstim,-0.0489928211069743,0.5515927152388401,0.0,0.0,50,0.0,0.0,523,0.0,0.0,220,210.75
MDSCs_151Eu_p38_IFNa,0.0327241740424791,0.6909682806673322,0.0,0.0,66,0.0,0.0,514,0.0,0.0,200,211.5
cMCs_159Tb_MAPKAPK2_IL246,0.0435122000835908,0.5970094955310277,0.0,0.0,56,0.0,0.0,529,0.0,0.0,206,211.75
CD8Teff_156Gd_IkB_unstim,0.0473448784408914,0.5650708409335853,0.0,0.0,55,0.0,0.0,528,0.0,0.0,210,212.0
CD4Tnaive_166Er_NFkB_unstim,-0.0473529238864822,0.5650046602920179,0.0,0.0,54,0.0,0.0,526,0.0,0.0,215,212.25
CD8Tcm_150Nd_STAT5_IL246,0.0352297503271703,0.6686525879988239,0.0,0.0,89,0.0,0.0,560,-0.061698448459699386,0.01078485609867034,112,212.5
MDSCs_166Er_NFkB_IFNa,-0.0438409631000362,0.5942381968852783,0.0,0.0,57,0.0,0.0,530,0.0,0.0,207,212.75
CD4negCD8negTcells_159Tb_MAPKAPK2_IL246,-0.044275010505554,0.5905883515214285,0.0,0.0,58,0.0,0.0,531,0.0,0.0,209,214.0
CD8Tcm_167Er_ERK_unstim,-0.0468763896368642,0.5689309077807498,0.0,0.0,59,0.0,0.0,532,0.0,0.0,211,215.25
Granulocytes_153Eu_STAT1_IFNa,-0.0519609495831002,0.5277187622324921,0.0,0.0,171,0.0,0.0,420,-0.05929994543038029,0.016461514518587853,100,215.5
pDCs_155Gd_S6_IFNa,-0.053209905091621,0.517831114194411,0.0,0.0,164,0.0,0.0,413,0.022325249736482894,0.00638082111356198,124,216.25
CD56hiCD16negNK_156Gd_IkB_unstim,0.0448711170790335,0.5855924861223857,0.0,0.0,63,0.0,0.0,527,0.0,0.0,213,216.5
mDCs_167Er_ERK_GMCSF,0.0427448984435134,0.6034999724918413,0.0,0.0,60,0.0,0.0,533,0.0,0.0,214,216.75
ncMCs_156Gd_IkB_IFNa,0.0444315575537962,0.5892744791719797,0.0,0.0,61,0.0,0.0,534,0.0,0.0,217,218.25
ncMCs_159Tb_MAPKAPK2_GMCSF,-0.0415100449900465,0.6140107488969451,0.0,0.0,115,0.0,0.0,543,-0.07471685071832583,0.01582682413035941,101,218.5
Granulocytes_168Er_STAT6_GMCSF,0.0447711039967608,0.5864293212139535,0.0,0.0,62,0.0,0.0,535,0.0,0.0,218,219.25
mDCs_159Tb_MAPKAPK2_GMCSF,-0.0510523330979616,0.5349714257625271,0.0,0.0,176,0.0,0.0,404,-0.020631115022345558,0.005604842931901,126,220.5
intMCs_159Tb_MAPKAPK2_unstim,0.042093266011967,0.6090365476495105,0.0,0.0,85,0.0,0.0,513,0.0,0.0,201,221.0
CD4Tnaive_154Sm_STAT3_IFNa,0.0673015721941854,0.413182776307004,0.0,0.0,153,0.0,0.0,426,-0.0029218768222283044,0.0011215851811468196,154,221.5
CD8Tcm_159Tb_MAPKAPK2_IL246,-0.0356699337589495,0.6647612045520923,0.0,0.0,84,0.0,0.0,512,0.0,0.0,219,224.75
CD4Tnaive_156Gd_IkB_IFNa,0.0463073935179173,0.5736357941269108,0.0,0.0,70,0.0,0.0,498,0.0,0.0,266,226.0
CD56hiCD16negNK_155Gd_S6_IL246,0.0332181108993647,0.686547237966153,0.0,0.0,83,0.0,0.0,511,0.0,0.0,227,226.0
MDSCs_167Er_ERK_GMCSF,-0.0464644692383014,0.5723351518548117,0.0,0.0,67,0.0,0.0,495,0.0,0.0,279,227.0
mDCs_150Nd_STAT5_IFNa,0.0460886856346971,0.5754490783817374,0.0,0.0,71,0.0,0.0,499,0.0,0.0,267,227.0
CD56loCD16posNK_156Gd_IkB_unstim,0.0459940985529965,0.5762341195162046,0.0,0.0,68,0.0,0.0,496,0.0,0.0,278,227.5
Granulocytes_156Gd_IkB_IL246,0.0461349165693616,0.5750655591645149,0.0,0.0,72,0.0,0.0,500,0.0,0.0,268,228.0
CD56hiCD16negNK_167Er_ERK_IL246,0.0425482728158946,0.6051682362925912,0.0,0.0,74,0.0,0.0,502,0.0,0.0,263,228.25
mDCs_159Tb_MAPKAPK2_IL246,-0.0338218315136541,0.6811579572497005,0.0,0.0,73,0.0,0.0,501,0.0,0.0,269,229.0
CD8Teff_159Tb_MAPKAPK2_IL246,-0.035720509479762,0.6643146663042134,0.0,0.0,75,0.0,0.0,503,0.0,0.0,270,230.75
CD4Teff_159Tb_MAPKAPK2_IL246,-0.0368673922820143,0.6542206372063606,0.0,0.0,76,0.0,0.0,504,0.0,0.0,272,232.0
CD4negCD8negTcells_151Eu_p38_IFNa,0.0364887117843374,0.6575467055891111,0.0,0.0,77,0.0,0.0,505,0.0,0.0,273,233.0
cMCs_156Gd_IkB_IFNa,0.0333716223762344,0.6851753654062156,0.0,0.0,87,0.0,0.0,537,0.0,0.0,221,233.0
ncMCs_150Nd_STAT5_IL246,0.0630679415095554,0.4432459704960837,0.0,0.0,123,0.0,0.0,551,-0.00932906574059427,0.0032964739263666195,136,233.25
Granulocytes_156Gd_IkB_LPS,0.0339103905763622,0.6803687550671923,0.0,0.0,100,0.0,0.0,572,0.00224569469807246,0.0003756051015809298,163,233.75
pDCs_159Tb_MAPKAPK2_IL246,-0.0364488916778521,0.6578968497254551,0.0,0.0,78,0.0,0.0,506,0.0,0.0,274,234.0
mDCs_166Er_NFkB_IFNa,0.0358354189187744,0.6633005575446729,0.0,0.0,82,0.0,0.0,510,0.0,0.0,262,234.0
Bcells_156Gd_IkB_IFNa,0.0353648692992165,0.6674571430098752,0.0,0.0,88,0.0,0.0,538,0.0,0.0,222,234.0
intMCs_150Nd_STAT5_IFNa,0.0534820789552631,0.5156890457067587,0.0,0.0,184,0.0,0.0,478,-0.08505215050995645,0.02446202709044922,92,234.5
cMCs_159Tb_MAPKAPK2_GMCSF,-0.0564124089678396,0.4929183109323387,0.0,0.0,195,0.0,0.0,489,-0.18670378244171337,0.057360078591819935,62,235.25
CD4Tcm_150Nd_STAT5_unstim,-0.0360974694085643,0.6609901721692841,0.0,0.0,81,0.0,0.0,509,0.0,0.0,277,237.0
CD8Tcm_166Er_NFkB_unstim,-0.0379876033911909,0.6444213927094867,0.0,0.0,113,0.0,0.0,541,0.0,0.0,186,238.25
mDCs_156Gd_IkB_IL246,-0.0384936837640075,0.6400142121943587,0.0,0.0,110,0.0,0.0,549,0.0,0.0,184,238.25
CD8Tnaive_149Sm_CREB_unstim,0.0373162254708878,0.6502871831750281,0.0,0.0,114,0.0,0.0,542,0.0,0.0,190,240.0
CD4negCD8negTcells_149Sm_CREB_IL246,0.0380865826889247,0.6435584555227386,0.0,0.0,112,0.0,0.0,540,0.0,0.0,202,241.5
CD4Teff_154Sm_STAT3_IL246,0.056067455070728,0.4955708595015876,0.0,0.0,198,0.0,0.0,471,0.04569894264047946,0.01393334433386945,104,242.75
NKT_150Nd_STAT5_IL246,-0.0131847069437222,0.8727746260893805,0.0,0.0,208,0.0,0.0,457,-0.24941649418998124,0.014739988125601684,103,244.0
CD8Tnaive_150Nd_STAT5_IFNa,-0.0493959755760759,0.5483193817989056,0.0,0.0,117,0.0,0.0,545,0.0,0.0,199,244.5
CD56hiCD16negNK_155Gd_S6_unstim,0.0594935712616937,0.4695631974323553,0.0,0.0,118,0.0,0.0,546,0.0,0.0,198,245.0
CD4Tcm_149Sm_CREB_unstim,0.0638255229535996,0.4377772414352588,0.0,0.0,119,0.0,0.0,547,0.0,0.0,204,247.25
Bcells_159Tb_MAPKAPK2_IL246,0.0627389345653802,0.4456329444168357,0.0,0.0,126,0.0,0.0,554,0.0,0.0,187,248.25
Tregs_155Gd_S6_LPS,0.0687187281529375,0.4033930110031326,0.0,0.0,148,0.0,0.0,442,0.0,0.0,259,249.25
intMCs_159Tb_MAPKAPK2_LPS,0.015250874100648,0.8530466536986092,0.0,0.0,209,0.0,0.0,458,-0.09470786555572076,0.006537420323291345,122,249.5
MDSCs_166Er_NFkB_IL246,0.0633320288886005,0.4413352375285005,0.0,0.0,121,0.0,0.0,548,0.0,0.0,208,249.5
Bcells_150Nd_STAT5_IFNa,-0.0686582723152994,0.403807813142079,0.0,0.0,149,0.0,0.0,443,0.0,0.0,258,249.75
CD56hiCD16negNK_166Er_NFkB_LPS,0.0624949995837872,0.447407384134871,0.0,0.0,127,0.0,0.0,555,0.0,0.0,191,250.0
cMCs_150Nd_STAT5_GMCSF,0.1497722252969204,0.0673524302868182,0.0,0.0,404,0.0,0.0,159,-0.13330851791117643,0.15619048895206233,34,250.25
NKT_149Sm_CREB_unstim,0.3104484671411326,0.000110467334518,0.0,0.0,116,0.0,0.0,544,0.0,0.0,225,250.25
Granulocytes_149Sm_CREB_IL246,0.0682902029508557,0.4063386749679033,0.0,0.0,150,0.0,0.0,444,0.0,0.0,257,250.25
CD8Tnaive_167Er_ERK_unstim,-0.0656799332551868,0.4245542413499716,0.0,0.0,151,0.0,0.0,445,0.0,0.0,256,250.75
CD56loCD16posNK_156Gd_IkB_IL246,0.0635428404775122,0.4398133249739402,0.0,0.0,120,0.0,0.0,539,0.0,0.0,224,250.75
pDCs_150Nd_STAT5_IL246,0.1605152430363798,0.0497393157473688,0.0,0.0,426,0.0,0.0,136,0.24259885176870824,0.3161791304571465,20,252.0
CD4Tnaive_168Er_STAT6_IFNa,0.1468009986882947,0.0730333944360026,0.0,0.0,410,0.0,0.0,165,0.21610511752220904,0.24559882278850723,25,252.5
CD4Teff_168Er_STAT6_unstim,-0.0630501043179292,0.4433751951611612,0.0,0.0,124,0.0,0.0,552,0.0,0.0,212,253.0
Tregs_167Er_ERK_IFNa,0.062856290014913,0.4447806897589019,0.0,0.0,125,0.0,0.0,553,0.0,0.0,216,254.75
pDCs_150Nd_STAT5_GMCSF,0.1580800848021182,0.0533536256340296,0.0,0.0,430,0.0,0.0,140,-0.2622619629758542,0.33381648438939915,19,254.75
mDCs_168Er_STAT6_IFNa,0.0586608848394651,0.4758145699305205,0.0,0.0,190,0.0,0.0,484,0.00131837929007386,0.0004252594080267423,162,256.5
Bcells_156Gd_IkB_unstim,0.0612679289875555,0.4563934448587,0.0,0.0,131,0.0,0.0,493,0.0,0.0,281,259.0
ncMCs_151Eu_p38_GMCSF,0.0610483825356201,0.4580117489717782,0.0,0.0,132,0.0,0.0,492,0.0,0.0,282,259.5
Tregs_159Tb_MAPKAPK2_IL246,0.0607684280056812,0.4600799431390484,0.0,0.0,133,0.0,0.0,491,0.0,0.0,283,260.0
NKT_150Nd_STAT5_IFNa,-0.1456647845632726,0.0753058838280111,0.0,0.0,438,0.0,0.0,148,-0.23403607608768479,0.2628625546814584,24,262.0
CD8Teff_154Sm_STAT3_unstim,0.06157037038164,0.4541693320340841,0.0,0.0,130,0.0,0.0,494,0.0,0.0,295,262.25
MDSCs_153Eu_STAT1_IFNa,0.0584542541254665,0.4773728100640452,0.0,0.0,192,0.0,0.0,486,-0.00022284020334271598,7.156342009782497e-05,180,262.5
intMCs_168Er_STAT6_IFNa,0.1497359070876094,0.0674196314136303,0.0,0.0,405,0.0,0.0,160,0.03360904051258884,0.03936336620907547,81,262.75
CD4Tnaive_159Tb_MAPKAPK2_IFNa,0.0512274318339361,0.533569910259311,0.0,0.0,175,0.0,0.0,446,0.0,0.0,255,262.75
CD56loCD16posNK_149Sm_CREB_IFNa,0.0502555632612523,0.5413720018098263,0.0,0.0,177,0.0,0.0,447,0.0,0.0,254,263.75
CD8Tem_156Gd_IkB_unstim,0.0501846042881003,0.5419438564015537,0.0,0.0,178,0.0,0.0,449,0.0,0.0,252,264.25
CD8Tcm_168Er_STAT6_IFNa,0.1578039611384299,0.0537768246056342,0.0,0.0,431,0.0,0.0,141,0.0518301708229923,0.06579346998155584,59,265.5
MDSCs_155Gd_S6_IFNa,0.0499739066826258,0.5436436131120028,0.0,0.0,179,0.0,0.0,473,0.0,0.0,240,267.75
pDCs_150Nd_STAT5_unstim,-0.1663581628628731,0.0418892175607604,0.0,0.0,420,0.0,0.0,175,-0.05178533364322692,0.07135489479553127,57,268.0
pDCs_154Sm_STAT3_IFNa,0.2135588894016919,0.0086899988405586,0.0,0.0,497,0.0,0.0,71,0.26604401558003676,0.5483114701204669,10,268.75
CD4Tem_149Sm_CREB_IFNa,0.0499192075219339,0.5440853155139882,0.0,0.0,180,0.0,0.0,474,0.0,0.0,241,268.75
CD8Tnaive_156Gd_IkB_unstim,0.0403453810590771,0.6239965951194348,0.0,0.0,103,0.0,0.0,575,0.0,0.0,296,269.25
ncMCs_156Gd_IkB_LPS,0.0382052258474957,0.6425247083910046,0.0,0.0,111,0.0,0.0,558,0.0,0.0,298,269.5
CD56loCD16posNK_156Gd_IkB_LPS,0.0498691309206121,0.5444898450000253,0.0,0.0,181,0.0,0.0,475,0.0,0.0,242,269.75
mDCs_155Gd_S6_IL246,0.0533949514245494,0.5163742630019295,0.0,0.0,183,0.0,0.0,477,0.0,0.0,236,269.75
CD4Tem_154Sm_STAT3_IFNa,0.1553430529239847,0.0576723910737494,0.0,0.0,434,0.0,0.0,144,0.036550187620427464,0.04528685362271267,73,271.25
Tregs_156Gd_IkB_IFNa,0.0590262348892518,0.4730661669163917,0.0,0.0,187,0.0,0.0,472,0.0,0.0,239,271.25
CD8Tnaive_155Gd_S6_unstim,0.0622872938959661,0.4489214126431826,0.0,0.0,128,0.0,0.0,556,0.0,0.0,280,273.0
CD4Teff_156Gd_IkB_IFNa,0.0496004585563224,0.546662760639237,0.0,0.0,182,0.0,0.0,476,0.0,0.0,260,275.0
CD8Tem_167Er_ERK_unstim,-0.0554237782111693,0.5005405604467585,0.0,0.0,201,0.0,0.0,450,0.0,0.0,251,275.75
CD56hiCD16negNK_156Gd_IkB_IL246,0.0549166151578529,0.5044746102223356,0.0,0.0,202,0.0,0.0,451,0.0,0.0,250,276.25
CD8Teff_166Er_NFkB_unstim,-0.0558789751063269,0.497023370584558,0.0,0.0,199,0.0,0.0,470,0.0,0.0,238,276.5
pDCs_168Er_STAT6_unstim,0.0556289343346165,0.4989537564871303,0.0,0.0,200,0.0,0.0,469,0.0,0.0,237,276.5
CD8Teff_166Er_NFkB_IFNa,-0.0544013633099367,0.508487869104838,0.0,0.0,203,0.0,0.0,452,0.0,0.0,249,276.75
Tregs_155Gd_S6_IFNa,-0.0538519264325786,0.5127855761071562,0.0,0.0,204,0.0,0.0,453,0.0,0.0,248,277.25
Granulocytes_159Tb_MAPKAPK2_unstim,0.0325741677093884,0.6923130070138621,0.0,0.0,205,0.0,0.0,454,0.0,0.0,247,277.75
Granulocytes_151Eu_p38_unstim,-0.0617239072703214,0.4530425614765638,0.0,0.0,129,0.0,0.0,557,0.0,0.0,297,278.0
Granulocytes_156Gd_IkB_IFNa,0.030343496155714,0.712421082531935,0.0,0.0,206,0.0,0.0,455,0.0,0.0,246,278.25
cMCs_159Tb_MAPKAPK2_unstim,0.0150135093782156,0.8553086555115494,0.0,0.0,212,0.0,0.0,461,0.0,0.0,229,278.5
