,Spearman corr,pvalue
MAD1L1,0.2377895930912629,2.0394259008867764e-12
TNXB,-0.23696200282764635,2.442385659705353e-12
OBP2B,-0.23572660071527898,3.192704935777632e-12
HSD11B1,-0.23563665161096045,3.255398356072826e-12
FABP9,-0.2355347003748642,3.3279146232657055e-12
CD200R1,-0.23402944972285153,4.601709412607081e-12
GDF15,0.23167258871824725,7.60930122564176e-12
CHL1,-0.23103691111551106,8.706638041731941e-12
MDGA1,-0.22995143239632296,1.0948532665003944e-11
PTX3,0.22736069952851828,1.8828702332835666e-11
SMOC1,0.22617327971158077,2.4087362239755884e-11
GPA33,-0.22601135568891179,2.4907486189559392e-11
PQBP1,0.2237564715169085,3.959718841467526e-11
CNTN4,-0.2236305385873666,4.0629862092908723e-11
PLTP,-0.22180741911669105,5.887932170421287e-11
CALCA,0.2200322795540987,8.423576280434813e-11
GFRA3,-0.21979241511702738,8.839168800412012e-11
PLA2G2A,0.2194085870227114,9.546166837075099e-11
NTF4,-0.21936063923928306,9.638272583612834e-11
EGFR,-0.21812526926705392,1.2334216854338063e-10
CST7,0.21723165697068966,1.4729702193527544e-10
IL1RAP,-0.2166919264470843,1.6390384116533633e-10
BMP4,-0.21667992706313635,1.6429305864830294e-10
CD207,-0.2158883208703208,1.920621066273269e-10
SPINK5,-0.2149288281002776,2.3189851811137434e-10
JUN,0.21268588745595007,3.590489080462234e-10
PLXDC1,-0.20969936669783415,6.37839371464115e-10
RRM2,0.20962138350178913,6.474083165844185e-10
CXCL8,0.20830200612925587,8.321668605608756e-10
KRT18,0.20740246872634327,9.86588102417311e-10
TNFRSF10B,0.20689271525756275,1.086126334613754e-09
LIF,0.20678478515512616,1.1084221227701333e-09
NAAA,-0.2059092137206362,1.3065280485337122e-09
WFIKKN1,-0.20587923638678318,1.3138874902561742e-09
KLK1,-0.2044339239244276,1.7208163082818424e-09
SULT2A1,0.2035643535548812,2.0221847454475623e-09
NCAN,-0.20323451402776518,2.1494358869677396e-09
NADK,0.20288067935775958,2.294598766670596e-09
ROR1,-0.20078171665320751,3.373025893922226e-09
EPCAM,-0.20039790550264033,3.6175927443259825e-09
CNTN2,-0.19962428515751734,4.164015525936214e-09
SPP1,0.19958229602508526,4.195862445859007e-09
TNR,-0.19913852100317828,4.547246783609992e-09
GALNT7,-0.19628392595797833,7.594627327652601e-09
CLEC10A,-0.1959840632189609,8.011510135980335e-09
ROBO2,-0.19516847287998704,9.260895129544538e-09
BOC,-0.19485062561657623,9.797339587132311e-09
CD200,-0.1938671032621463,1.1655255893346902e-08
DPEP1,-0.19371717477096503,1.196695285439339e-08
EDAR,-0.1934233261204606,1.2601477625312191e-08
LBP,0.19258972572653354,1.4584264992572269e-08
GPNMB,-0.19162420393726823,1.7260007584103262e-08
CTSL,0.1902808531685313,2.1787183367152377e-08
AFP,-0.18997500565376876,2.2968433450286818e-08
CDH17,-0.1892913458228002,2.583756510356992e-08
S100A12,0.18911742728111575,2.662111906008458e-08
VWF,0.1885357102008707,2.94127495120731e-08
CLUL1,-0.18719237413424672,3.698539083252314e-08
MEGF10,-0.18684454801328346,3.9235065325836056e-08
KLK13,-0.18661064891186055,4.082177243174906e-08
DPP4,-0.18643075778303436,4.208418266761551e-08
MCAM,-0.18593300409874106,4.5777321525962256e-08
CRNN,-0.18579504366487584,4.6855238837280595e-08
MFAP5,-0.18415786391781103,6.167764832631417e-08
WFDC2,0.18381601250353796,6.530072524106221e-08
CTSF,-0.18333625359866312,7.073436538102073e-08
CCL20,0.18329426970284574,7.123014118333446e-08
WFIKKN2,-0.1828924717254789,7.614796869316038e-08
ANGPTL7,-0.18259262205037796,8.003026122794304e-08
CD6,-0.18250866049186013,8.115120060517208e-08
ENG,-0.18106338378364667,1.0300026116734691e-07
CDH5,-0.18103338704332078,1.0350911393535521e-07
IL1RL1,0.18047564340861116,1.1342494636848832e-07
FBP1,0.1803617044422626,1.1556057184740093e-07
DPP6,-0.18009783886105957,1.206565413875662e-07
CLEC4A,-0.17983396803058815,1.2596934277326022e-07
LGALS9,0.17958209132877456,1.3125096583701469e-07
CGA,-0.17844864443941647,1.5778346619448414e-07
NCAM2,-0.17772301173176056,1.7741269769916152e-07
CDH6,-0.17710532266075435,1.9596067197708434e-07
SRP14,0.17696736698931012,2.003517748982099e-07
KLK6,-0.1768414397928885,2.044427756140421e-07
NPY,-0.17661956296845457,2.1184778428813098e-07
MZB1,0.17657755524781923,2.1327860104327472e-07
AREG,0.17602583047404735,2.329580962209876e-07
SMPDL3A,-0.1758938933536794,2.3791742199252795e-07
POLR2F,0.17527020037593719,2.627725372025732e-07
CDHR5,-0.17497634762169365,2.753333404056715e-07
CD109,-0.1743526529254378,3.0393981343642395e-07
LY75,-0.174142758206026,3.1419569608442166e-07
ADAMTS8,-0.1724036128535697,4.1300497554807786e-07
CDHR1,-0.17190586483115666,4.4640088756661836e-07
ASAH2,-0.1699747950983785,6.023113762395981e-07
CD28,-0.1699088405772335,6.084693092350634e-07
IL18RAP,-0.16963895620286973,6.343044347194859e-07
SEZ6L,-0.16883535860313315,7.176314131824146e-07
CPM,-0.16864944305719812,7.383580213752379e-07
GDF2,-0.16831360827121655,7.772662070147968e-07
CA14,-0.16814568965357093,7.974524230815292e-07
CXCL10,0.16795977658577413,8.203897223099801e-07
ACE2,0.16765992662966464,8.587263601608616e-07
NPTN,-0.16727611776009307,9.103157416914291e-07
SLITRK6,-0.16659844786483274,1.008762009383996e-06
SIGLEC6,-0.16620265371016069,1.0709097749661862e-06
THBS4,-0.1659147728704161,1.1184064973792674e-06
KLK10,-0.16542902191991427,1.2031715413247833e-06
COL9A1,-0.16512918551989536,1.2585379043329112e-06
FKBP5,0.16512916389316715,1.258541984688956e-06
CD160,-0.16499722847985135,1.2836723544700457e-06
NOS1,0.16435554260599738,1.4129261235755992e-06
NCAM1,-0.16389379091932005,1.5135706314474363e-06
MIA,-0.16369586871556785,1.558785512627986e-06
BPIFB1,-0.1635159544053344,1.6010089177295074e-06
CDCP1,0.16338401661380478,1.6326681261670608e-06
SCGN,-0.16335405189474933,1.6399415790536237e-06
B4GALT1,0.16290426333209151,1.7529278655092455e-06
ACAA1,0.16273633526075842,1.7969958849307353e-06
MMP1,0.16263438516865075,1.8242661796942355e-06
NRCAM,-0.162208601475726,1.9425091986927744e-06
PLAT,0.16214862453814333,1.959744528772384e-06
CCL28,-0.16170484491747572,2.0919065867135048e-06
CD22,-0.16121911007058687,2.246350376609954e-06
SEZ6L2,-0.16107515549775372,2.2941832415942246e-06
LPL,-0.1610631543373448,2.298214746064682e-06
PROC,-0.16097320852451774,2.328646799172313e-06
ADAM23,-0.1608832470924611,2.359470251903601e-06
ASGR1,0.16076929740966373,2.3990744176496174e-06
TCL1A,-0.16068533929012238,2.428661564699572e-06
MDK,0.1585084065081613,3.330007492862291e-06
SFRP1,0.15799265514651398,3.5863621540236168e-06
BST2,0.15740494514995304,3.9015066805640286e-06
PTN,0.157147070625292,4.047997433468502e-06
CNDP1,-0.15709310238144478,4.079314068091689e-06
MOG,-0.15671528200198942,4.305136209154926e-06
TSHB,-0.15669129526525993,4.319869542077292e-06
MNDA,0.1561275750104422,4.6803342053689195e-06
CSF3,-0.1550241159098412,5.47086775902077e-06
CASC4,0.15434044756845358,6.0230484185818945e-06
TYRO3,-0.1541665446679332,6.171777440036467e-06
PRTG,-0.15407658720126355,6.250083126109394e-06
PEAR1,-0.1538427031690392,6.458139031186179e-06
CASP1,0.15379471471452408,6.501638243398511e-06
STC1,0.15369875870308383,6.589458324901806e-06
KLK14,-0.15350089281330834,6.774137215174935e-06
FOSB,0.1530271045838697,7.2366467416128854e-06
MYOC,-0.15301509041394198,7.248758034637883e-06
COL1A1,-0.15218153319926514,8.137965991973502e-06
LILRB4,0.1518396702702509,8.531963666932573e-06
CSF2RA,-0.15177970625366569,8.602922146628102e-06
NCS1,-0.15165376642723283,8.753790459470984e-06
CNTNAP2,-0.151647778925505,8.761025609700363e-06
PSG1,-0.15126394843159238,9.23692972519297e-06
VWA1,0.15066424713484064,1.0030167347495515e-05
SCG3,-0.15028643062413555,1.056282169413114e-05
IDI2,0.14972870945725517,1.1398636609354231e-05
SPINK6,-0.14966273303611322,1.1501579966194109e-05
FGF19,-0.14964474402128924,1.1529801655815482e-05
APEX1,0.14901505227591852,1.256031591010097e-05
FCRL1,-0.14866123053342567,1.3177260221815812e-05
CXCL9,0.14859525849979371,1.3295440283422556e-05
ITGAM,-0.14815749436799916,1.4105585735604753e-05
ITGB1,-0.14744982494594994,1.5515443358749626e-05
SLAMF8,0.1472699158682879,1.5894692056487303e-05
ART3,-0.1470420231332068,1.6387763734686073e-05
FABP2,-0.14660423245078494,1.7376090301288295e-05
VEGFD,-0.14612447085547475,1.8524196118076027e-05
BRK1,0.14607048948202753,1.865780155037065e-05
TIMP1,0.14599253118997513,1.8852368663615408e-05
GAL,-0.14592056571160983,1.9033690177728627e-05
IL12B,-0.14523090403498307,2.0857484821092083e-05
NPM1,0.1445772254384142,2.27384948581041e-05
CLEC11A,0.14357571291944168,2.593600921851059e-05
C1QA,0.14350375163004778,2.6181489838530647e-05
AOC1,-0.14328186720110922,2.6952362456632178e-05
CD97,-0.14295802155254364,2.811623652406521e-05
IL12A_IL12B,-0.14286806350727654,2.84479077282179e-05
TNC,0.14211845183669977,3.135975021750502e-05
NCF2,0.1415607014235776,3.3707418070300005e-05
MAEA,0.14152472658954068,3.386442704424785e-05
SMAD5,-0.1414707495773347,3.4101306257510763e-05
PTPRN2,-0.14096102098220986,3.6417071366623854e-05
TCL1B,-0.1408350655312486,3.70118525288686e-05
PLA2G7,-0.14037328610826963,3.9272148089225134e-05
PAMR1,-0.14010342432723158,4.065296286173852e-05
FCRL3,-0.13970162167340516,4.27943713191992e-05
EGLN1,0.13953369100257146,4.372064232584248e-05
SFTPA1,0.13935978695878853,4.4699851702561274e-05
LILRB5,-0.13934178765417604,4.480237859864138e-05
NRTN,0.139329801635835,4.4870776314411446e-05
PLAUR,0.13876007242273836,4.8238364985673745e-05
CA11,-0.13862216415203793,4.9088752520933854e-05
IL5RA,0.13843623229671204,5.025774493650246e-05
AMIGO2,-0.13814239490841512,5.2159016134378765e-05
SIT1,-0.137920488111974,5.363974294957196e-05
PADI4,0.13768659992711085,5.524340858132665e-05
PDGFRB,-0.1363672537124516,6.517282267114599e-05
OSM,0.1363492545817672,6.531927826113007e-05
ITGB2,-0.13617534566112452,6.675044899087895e-05
MB,0.13567758008628392,7.101227124727286e-05
PXN,0.13545569002560254,7.29937458158791e-05
REG1B,0.13477202208711003,7.943219351309892e-05
FUT3_FUT5,0.13462209483096882,8.091404874790184e-05
ADGRG1,0.13427426576471288,8.445300771468669e-05
CNTN3,-0.1340104072940078,8.723447087296911e-05
CCL22,-0.13399840991473017,8.736297231875624e-05
ITIH3,0.13368055965852374,9.083313391301019e-05
GHRL,-0.13332073321549257,9.49183058386603e-05
PLA2G10,-0.13282897588777043,0.00010078200906819159
LBR,0.13272103001899732,0.00010211405383379107
ISM1,-0.13204937098749137,0.00011078230938327271
SERPINA9,-0.13186345046375336,0.0001133015019111234
DNAJB8,-0.13166556330760992,0.00011604204544762959
CCL3,0.13149165288575643,0.00011850193970860059
TNFRSF21,-0.1314256692302771,0.0001194480321734369
SUMF2,-0.1313956839076145,0.00011988031572219808
FABP6,-0.1313597136269316,0.00012040082410297092
CPA2,-0.13129373062623773,0.00012136116603482752
AGXT,0.1311677903653477,0.00012321419313955753
LTBP2,0.1309518935097284,0.00012645288529856228
KEL,-0.13065204537057284,0.00013108399745355328
MEPE,-0.1305560898067675,0.00013259940162565071
RTBDN,-0.12963854399958477,0.00014794591787587534
SFTPA2,0.12845711917115119,0.00017017061798078946
SPON2,0.1283971429219519,0.00017137855427121424
REN,0.12812727690083053,0.00017691400537911127
BAIAP2,0.12772547173992208,0.00018546753918553447
FEN1,0.12763552320748167,0.00018743478158665742
TNFSF12,-0.12746760169236765,0.0001911598504368915
CRISP2,-0.12741362749562585,0.00019237185597004578
TNFRSF6B,0.12708379820739152,0.0001999363044998753
SIGLEC10,0.12658003678999646,0.0002120300867645584
ADGRE2,-0.12644810260148098,0.00021530890327849694
XG,-0.12642411189095776,0.00021591020151062862
CXCL13,0.1262981698654759,0.00021909269035380713
ITGB5,-0.1260223061396411,0.00022621787197271657
CXCL5,-0.12599232020772008,0.00022700531599860758
NEFL,0.1258723801463496,0.00023018074825940972
WIF1,-0.12582441034656427,0.00023146236805090845
CHGB,-0.12557852643792888,0.0002381373170169446
ST6GAL1,0.1248468845933526,0.00025908096446707697
CD244,-0.12471495159856939,0.0002630364415840079
TNFRSF1A,0.12461899312752174,0.0002659487933339063
CTRC,-0.12459500728838946,0.0002666814660395355
CD33,-0.12454103431406251,0.0002683370400506188
SLC39A5,-0.12453505476809841,0.0002685210480064898
RGMB,-0.12442709431726401,0.0002718636816817111
EPHA1,-0.12436712125916588,0.0002737373268558972
FCGR3B,-0.12430115415385401,0.00027581218382545655
NMNAT1,0.12428315813773638,0.00027638075981795715
ERBB3,-0.12380342002698314,0.00029194825389040175
SSC4D,-0.12335361019755402,0.0003072859513051922
LEFTY2,-0.12322167777726643,0.00031192549046201796
AGR2,0.12293381929277442,0.00032227651662217367
GGT5,-0.12252603556771315,0.0003374902095607318
SERPINE1,0.12242406645934593,0.0003413979728383209
ENPP2,-0.12223816814526658,0.00034863110807365253
ERBB4,-0.12217219628611539,0.0003512322322517096
ADAM22,-0.12214220977908742,0.00035242051351172527
DDC,-0.12202826082091908,0.0003569703071606348
PAM,-0.12188433778536219,0.00036279529153594535
THPO,-0.12182436773184148,0.00036524854112948024
GH1,-0.12181236710328305,0.00036574131725249006
IL17D,-0.12081685738388324,0.0004088497777561571
TNFSF14,0.120786871476485,0.00041021893992577253
KAZALD1,-0.12045103529305472,0.000425848142641326
CBLIF,-0.12040905584336332,0.0004278403514585741
SPARCL1,-0.12010921020523962,0.00044232466114600287
HAVCR2,0.12001925074288788,0.0004467585400067075
FGF5,-0.11987532177767941,0.0004539386546916723
IFNGR2,-0.11940155368420617,0.0004783397190248151
TRIAP1,0.11928160660874236,0.0004847083845013127
ENTPD2,-0.11921564468550147,0.0004882442290989549
LAP3,0.11898175166814065,0.000500976354620602
MMP3,-0.11892178391144012,0.0005042901507811981
SPINK1,0.11886181269246249,0.000507624530129922
UMOD,-0.11874787077645901,0.0005140162518977392
CPVL,-0.11861593881343573,0.0005215106743656474
EZR,0.11854397921457202,0.0005256410763082738
FKBP4,0.11848399822180146,0.0005291071531665794
IGFBP6,-0.11801622950079352,0.0005568761675611598
ELOA,0.11801622778341435,0.0005568762719556355
GPKOW,0.1178543247700117,0.0005667991490243281
S100A11,0.11764441322256693,0.0005799091843411649
NXPH1,-0.11762642716435172,0.0005810455143513752
AGR3,-0.11751847543926187,0.0005879093282750129
DLK1,-0.11726059541012669,0.0006046120662021899
GRPEL1,0.11703270470150551,0.0006197382719830257
CA5A,0.11697273689811565,0.0006237766352754956
GALNT3,-0.11692476775779798,0.000627024561686772
CKAP4,0.11684679855026327,0.0006323372817149943
CES2,-0.11667888754479905,0.0006439207668015952
CXCL6,-0.1165649387953211,0.0006518935008293729
F7,-0.11644500485222187,0.0006603839228824715
DSG2,-0.11641502009352481,0.000662522598537994
THBS2,0.11609716665363436,0.0006855922984276761
MTPN,-0.11596526049089963,0.0006953830666159994
MEP1B,-0.11579731568833894,0.0007080365404730513
TAFA5,-0.11576732868189595,0.0007103182009778267
AZU1,0.11551545030153823,0.0007297541733960711
STC2,-0.11460989972514131,0.0008037771024009823
CES3,-0.11450195978445053,0.0008130500560639079
TREML2,-0.11445997200213652,0.0008166838550013736
FLT3LG,-0.11429805015326659,0.0008308385634950312
LPCAT2,0.11408817282233549,0.000849523506554096
FCRLB,0.11354241948973644,0.0008999471430374315
LAMP2,-0.11332652902082928,0.0009206474133724968
FGF21,0.11321857417009062,0.0009311628392669887
MEGF9,-0.11306268285954599,0.0009465436808362803
ICAM3,-0.11297270385567965,0.0009555279509856064
SCARF2,-0.11219907816203284,0.001036090363912519
CRLF1,-0.1121631006721484,0.0010399853819737406
GZMH,0.11213910316625811,0.0010425909303592707
AOC3,-0.11203116524923297,0.0010543850981293268
CD177,0.11173130605362486,0.0010877998548485478
TNFRSF1B,0.11158137944467524,0.0011048710403743205
FAM3B,-0.11139546990923317,0.001126382761973763
IL2RB,-0.11135949778649043,0.0011305894925375034
SKAP1,-0.11090971146451037,0.0011844277684337212
GBP2,0.1106998104470813,0.0012103530809208167
LYPD8,-0.11069381660439843,0.0012111010193849945
PSRC1,-0.11056790184836009,0.0012269120730175227
NOTCH1,-0.11013609655064337,0.0012825902150807198
NCLN,-0.11010011309323132,0.0012873335619308166
CCL23,0.11001614511358722,0.0012984651720856547
HAVCR1,0.1092605144781579,0.0014027030776493977
FGR,0.10924852140941894,0.0014044179111630565
HAO1,0.10896065967756564,0.001446161377951416
ADAM15,-0.10857685283468596,0.001503594394144808
SUSD1,-0.10852288872954516,0.0015118357234323563
PRTN3,0.10849888573320039,0.0015155147603989761
CXCL17,0.10845690628371261,0.0015219689172280928
DPY30,0.10812706775202316,0.0015735663594697554
KLK11,-0.10800113307071725,0.0015936871752858296
FKBP1B,-0.10732347260057884,0.0017060758849496516
GPC5,-0.10716154145341891,0.0017339876596852025
TNFRSF10A,0.10696363677594414,0.0017686691155304375
NAMPT,0.10678372588638946,0.0018007484841695326
RET,-0.10647188009521001,0.0018576200242857376
PCOLCE,-0.10632794848826238,0.0018844205239836186
ANGPTL1,-0.10598611994099123,0.001949496839663755
CLMP,-0.10560230269405825,0.002025017271012457
CEACAM5,0.10542239383765328,0.0020613307903569198
CST6,-0.10523050666541751,0.0021007185003004795
NBN,0.1052064985011656,0.0021056947365491905
EPHB6,-0.10514653397885293,0.002118170917434519
MMP9,0.10507456716468008,0.0021332336121911754
CD300E,0.10498460814164393,0.002152199945204836
LYAR,0.10494264294457065,0.0021611002761676985
ICAM4,-0.10442688571793549,0.0022732715203840044
VMO1,0.10432492853522786,0.002296066653473489
OSCAR,-0.10428895019711107,0.002304160288708341
RARRES1,0.1041630219496156,0.0023326947900757632
PODXL,-0.10373122823808462,0.002433006571563529
SCG2,-0.10365326438573462,0.0024515332390036065
THY1,-0.10365326287736605,0.0024515335986827628
OGN,-0.10359929030189055,0.002464434574401908
NCR1,-0.1030295641708958,0.0026044474935564663
CX3CL1,-0.10302357760106193,0.002605956510505645
CXCL1,-0.10246584012944852,0.0027500946364984805
WFDC12,-0.10214799572310058,0.0028354524411875054
WARS,0.10204005054608482,0.0028649861859983456
ADAMTS16,-0.10202806235618467,0.002868283385699502
IL17RA,-0.1017282249098355,0.002951882998080892
SESTD1,-0.10159627320236987,0.0029893717501551812
MMP13,0.10139237201868437,0.0030481553474548217
NOTCH3,-0.10100857066029745,0.003161666162010816
HBQ1,-0.10023493611040825,0.003402240034927149
HMBS,-0.10005502223396294,0.0034605194951077343
CD209,-0.09980314601381957,0.0035436338433508527
AMY2B,-0.0997791534001784,0.0035516447730058517
NTF3,-0.09966521836669527,0.003589911664188569
REG4,-0.09957525563397188,0.0036203911588454
CLIP2,-0.09931737946029297,0.0037090663458085762
CDH2,0.09909549385475565,0.00378693816066285
KLB,-0.09895755897111609,0.0038360916309918497
VWC2,-0.09856175272348906,0.003980367567553427
PTGDS,-0.09854975907280707,0.00398481517196136
AMY2A,-0.09817194163541476,0.004127247751652883
EIF5A,-0.09760223899653804,0.00435075029440075
HSPA1A,0.09739832601762995,0.004433372835760227
DCBLD2,-0.09685258891166168,0.004661526131312622
GH2,-0.09681660746494232,0.004676935201065687
PVR,0.09667267604393714,0.004739035317413256
PRTFDC1,-0.09666068566636113,0.00474424210924462
MSMB,-0.096486767519572,0.004820349057030889
CD83,-0.09595903237772978,0.005058084387535581
TGFBR3,-0.09581509631799379,0.0051247359983598645
BST1,-0.09553323614951002,0.005257555023527414
NELL1,-0.0953173367446284,0.005361382694052334
NELL2,-0.0950114929279166,0.005511629592080126
IL22RA1,-0.09483158145281186,0.005601773652921884
FGFR2,-0.0948135925587695,0.005610859555635323
SCP2,0.09473562658216007,0.005650392534666721
GCNT1,-0.09463967768310827,0.005699388007784434
SORCS2,-0.09418389802644261,0.005937391704945002
CA3,0.09415390722339227,0.005953361731773696
TREM2,0.0941179271211488,0.0059725720240093386
AMBP,-0.09405795875937908,0.006004713930131606
CCL27,-0.0940399725837863,0.0060143844609248905
CDNF,-0.09397999646572326,0.0060467328084670416
PRSS2,0.09379408473902791,0.0061480015327181805
ENTPD6,-0.09350023675491435,0.006311176535116425
NFATC1,-0.09338028640043879,0.006378896372293095
EDIL3,-0.09321837787616029,0.006471339350684532
PPP3R1,0.09287653481108905,0.006670479351593698
PADI2,0.09285854722161126,0.006681108688718855
MGLL,-0.09270861611129365,0.006770299954018449
TLR3,-0.09257068273567357,0.006853295849664135
DTX3,-0.0925167158895662,0.006886015818873287
MASP1,-0.09239077663623305,0.006962918055514648
CST5,-0.09217487649956613,0.007096546235457706
PCSK9,0.09206093495943296,0.007167991257060945
BIN2,-0.0920309500840563,0.007186899547283695
TNFRSF13C,-0.09193500106739405,0.00724770511330143
S100A16,-0.09174309188351065,0.0073707077992090034
LEPR,-0.09166512960108354,0.007421208766428422
PAK4,-0.09149723043805719,0.007531020785372063
IL2RA,0.09136527549390666,0.007618342286955577
VEGFA,0.09120934739631963,0.007722695149578523
SLC39A14,0.09117336899219769,0.007746954042170494
PPM1A,-0.09107743010015429,0.007811975609776217
OMD,-0.09104743284950367,0.007832405853621978
TNFRSF8,0.09086152076561363,0.007960094234608812
NPPC,-0.09078356201263249,0.008014189465252964
GFRA1,0.0907535722880894,0.0080350865593152
JAM2,-0.09024982152332137,0.008393458726651176
MAPK9,0.08990798972714716,0.008644700896009312
DDAH1,0.08963212476400358,0.008852328225608316
BLMH,0.08951818184277037,0.008939376149963424
VNN2,0.08939823708355898,0.009031832967978052
CD48,-0.08939223915206085,0.009036478639570538
ITGA6,-0.08928430022494806,0.009120447100367328
ALCAM,-0.08928429849258727,0.009120448453576215
PARP1,0.0891943394942773,0.009190960346359526
PLXNA4,-0.08897844172139588,0.009362171209791558
IL4R,0.08895445303305559,0.009381368924003403
ATP6V1D,0.0886486169499196,0.00962921455133505
ESM1,0.08861862001794936,0.009653834721213402
PDCD6,-0.08834275720009716,0.009882890393963352
CCL25,-0.08806688924264497,0.01011677141360697
TPSAB1,-0.08799492489788309,0.010178586295221528
CXCL3,-0.0876830762768112,0.010450349544016647
PRKCQ,-0.08758114020404975,0.010540569816886159
LSP1,0.08726327924017667,0.010826354797430047
SLITRK2,-0.08720931200894798,0.010875553001470768
CLEC5A,0.08711935308327569,0.010958003362306517
VASN,-0.08698142819893388,0.011085493050336643
SEMA4D,-0.0867835208501638,0.011270724643998397
TP53,-0.08650765923864022,0.011533493687715494
PAPPA,-0.08644168817180992,0.011597132217685428
VASH1,-0.0863757309364932,0.011661068126904536
IL5,-0.08633373598488965,0.011701938566878563
IKZF2,-0.08618981438800247,0.01184297024898938
DDX58,0.08616581735182649,0.011866631222066165
DFFA,0.08603388277571734,0.011997467093452651
CPE,-0.08591994355748027,0.012111483026999657
MATN3,0.08508635076200488,0.012975201158982841
TNFRSF11B,0.08492442919731397,0.013149145973352254
HSPB6,0.0846605563096936,0.013437024929146767
CCL16,-0.08463056893575831,0.013470089703849716
ADGRB3,-0.0845945881923739,0.01350985761106753
CLEC1A,-0.08455861031876451,0.01354972585423595
APBB1IP,0.08451063421220621,0.013603051150240979
ANXA5,0.08430073613369862,0.013838534342376528
LIFR,-0.08388093958202107,0.014320303708024644
FCRL2,-0.08381497024752269,0.014397339652329161
EDA2R,0.08353910367018182,0.014723450813485868
CD5,-0.08334719842582461,0.01495412474608442
EPS8L2,0.08317328275676608,0.015165914010149122
