cytof,linear_fit,quadratic_fit,pval,a,b,class,pattern
Bcells_STAT1_IFNa,109.79293531586987,-108.57012508749345,6.372415582444579e-13,-1.4079694024806914e-5,0.0019107888232568842,quadratic,deceleration/increase
Bcells_STAT1_unstim,597.6635304988391,-595.7401951602519,0.18615616397591753,8.707010770238153e-7,-2.3001004122378768e-5,quadratic,deceleration/decrease
Bcells_STAT3_IFNa,35.28518700323244,31.142213676863797,8.664356905139178e-4,-6.3631496130381e-5,-0.004372630538903098,quadratic,deceleration/increase
Bcells_STAT3_IL246,80.27009576336712,-79.56710933644746,0.024734808768924216,-2.0052327985419965e-5,-9.470153275953033e-4,quadratic,deceleration/increase
Bcells_STAT3_unstim,147.15974409806012,-145.23640875947297,0.18615616397591733,3.908769942600878e-6,-1.0325660084228092e-4,quadratic,deceleration/decrease
Bcells_STAT5_IFNa,44.240011288059385,-45.03534191464442,6.522301516117011e-4,-3.3112042258521224e-5,-0.0014512711976960848,quadratic,deceleration/increase
Bcells_STAT5_IL246,129.371255826018,-127.98088731644413,0.0010797866653343205,-1.1685358541380913e-5,1.4818162363409282e-4,quadratic,deceleration/increase
Bcells_STAT5_unstim,244.71352089734185,-242.78885822469286,0.19627500979640658,2.799142497007761e-6,-6.896614751803802e-5,quadratic,deceleration/decrease
Bcells_STAT6_IFNa,50.16342069185244,41.92402759613793,0.0049575617181711554,-8.574726457891255e-5,-0.008002280266957032,quadratic,deceleration/increase
Bcells_STAT6_IL246,195.42851907154406,191.7289890868852,0.017202383182745154,-1.0460499491177465e-4,-0.00856263062498689,quadratic,deceleration/increase
Bcells_STAT6_unstim,253.39074688348205,-251.4674115448949,0.1861561639759173,2.7431842733693782e-6,-7.246573415974663e-5,quadratic,deceleration/decrease
CD4negCD8negTcells_CREB_IFNa,826.798738917092,-824.9496435532338,0.11780959394087029,-5.690649579226821e-7,3.860412372034987e-6,quadratic,deceleration/increase
CD4negCD8negTcells_CREB_IL246,547.3974884061818,-549.4380694105992,0.1114621856904754,-7.425031716077573e-6,-8.046078346357183e-4,quadratic,acceleration/decrease
CD4negCD8negTcells_CREB_unstim,496.3540152664964,-499.4971081848118,0.016384595069062372,-9.912601150558761e-6,-0.0011969844971688394,quadratic,acceleration/decrease
CD4negCD8negTcells_ERK_IFNa,679.1057445602759,-677.4363007942652,0.42435312686812443,1.377560669628588e-6,1.8784798477775405e-4,quadratic,acceleration/increase
CD4negCD8negTcells_ERK_IL246,495.3117640961168,-501.87868960275614,0.006806868065918798,-1.2765486707768698e-5,-0.001420127992964116,quadratic,acceleration/decrease
CD4negCD8negTcells_ERK_unstim,324.8511199247874,-323.3425522005471,0.05843857399604218,-5.4693989100066545e-6,-9.368629642315662e-4,quadratic,acceleration/decrease
CD4negCD8negTcells_IkB_IFNa,729.9811057474842,-729.4441432154905,0.03427904440121417,2.4414467358364373e-6,3.570912582866618e-4,quadratic,acceleration/increase
CD4negCD8negTcells_IkB_IL246,713.0273521023157,-711.0461906027285,0.09456974124238282,2.9385308319637047e-7,1.2400652229518585e-4,quadratic,acceleration/increase
CD4negCD8negTcells_IkB_unstim,492.734664696629,-491.69061664174205,0.013459580213222598,-4.355655353957263e-6,-7.277303422270455e-4,quadratic,acceleration/decrease
CD4negCD8negTcells_MAPKAPK2_IFNa,753.0728921290581,-751.0752388236876,6.299324401504176e-5,9.075602314850813e-8,2.1193781276162156e-4,quadratic,acceleration/increase
CD4negCD8negTcells_MAPKAPK2_IL246,660.4235771482222,-662.8824712715558,0.0748689410277738,-5.347694715246849e-6,-4.724056502561025e-4,quadratic,deceleration/increase
CD4negCD8negTcells_MAPKAPK2_unstim,444.05133367483097,-447.75225103176217,0.01714614041890392,-1.241258889085348e-5,-0.001459487970177396,quadratic,acceleration/decrease
CD4negCD8negTcells_NFkB_IFNa,511.1807646761097,-509.7512302832712,0.8949652930057477,3.1661066059245367e-6,3.3028388420546195e-4,quadratic,acceleration/increase
CD4negCD8negTcells_NFkB_IL246,480.9045745321498,-479.0301912235558,0.9401251352754849,-1.644695931770771e-6,-1.7317515806709234e-4,quadratic,acceleration/decrease
CD4negCD8negTcells_NFkB_unstim,139.55198189144977,-137.62896056567774,0.013821586462221981,4.017360907424358e-6,-5.480003598680247e-4,quadratic,deceleration/decrease
CD4negCD8negTcells_p38_IFNa,540.0495482216643,-540.3603912703735,0.13523868739021674,-5.770938818193262e-6,-7.083030073118815e-4,quadratic,acceleration/decrease
CD4negCD8negTcells_p38_unstim,1405.8601426779198,-1403.9368073393327,0.1861561639759174,5.886872797981642e-8,-1.555114482654891e-6,quadratic,deceleration/decrease
CD4negCD8negTcells_S6_IFNa,713.1330228851172,-711.5693753516149,0.8038217473705773,1.4127675159212413e-6,1.5487045031895767e-4,quadratic,acceleration/increase
CD4negCD8negTcells_S6_IL246,689.2901450154242,-687.3791877594035,0.8851611747582787,-6.913829560963069e-7,-6.012433393828258e-5,quadratic,deceleration/increase
CD4negCD8negTcells_S6_unstim,179.2240449252598,-177.26753669581802,0.5191003380476447,2.645770825120357e-6,4.7938184900534365e-4,quadratic,acceleration/increase
CD4negCD8negTcells_STAT1_IFNa,17.551080679623393,-16.702460091612366,2.418145494511728e-10,-2.329174961439766e-5,0.0015649637933230365,quadratic,deceleration/increase
CD4negCD8negTcells_STAT1_IL246,414.6649176991138,-412.7415823605267,0.1861561639759176,-1.6024581913223479e-6,4.23315744486396e-5,quadratic,deceleration/increase
CD4negCD8negTcells_STAT1_unstim,414.6649176991138,-412.7415823605267,0.1861561639759176,1.6024581913223479e-6,-4.23315744486396e-5,quadratic,deceleration/decrease
CD4negCD8negTcells_STAT3_IFNa,109.4359797638167,107.45217948715592,0.006140866968355677,-6.584608143817125e-5,-0.004346330004945695,quadratic,deceleration/increase
CD4negCD8negTcells_STAT3_IL246,4.039861908794679,5.953434047501187,0.06514311246622068,-6.869832757273576e-6,4.566614358214724e-4,linear,linear
CD4negCD8negTcells_STAT3_unstim,98.36352351797922,-96.43465190401362,0.19176625245391485,4.4300410201152914e-6,-1.3100476642634036e-4,quadratic,deceleration/decrease
CD4negCD8negTcells_STAT5_IFNa,124.13343703697068,126.08478483469258,0.12211928376182263,-7.692209975554092e-6,6.586425278379864e-4,linear,linear
CD4negCD8negTcells_STAT5_IL246,124.20474449930154,123.26102148605544,0.08189915639679411,-5.956066527684456e-5,-0.004594221238205571,quadratic,deceleration/increase
CD4negCD8negTcells_STAT5_unstim,71.82397644757847,-74.89263096981993,0.01442155365517691,4.051777088290663e-5,0.0031376241689404895,quadratic,deceleration/decrease
CD4negCD8negTcells_STAT6_IFNa,199.9618778442249,-198.07701304774648,0.2907978473009704,-4.0167962681218845e-6,-7.051411351432149e-5,quadratic,deceleration/increase
CD4negCD8negTcells_STAT6_IL246,50.36016541792613,47.744440566358705,0.04047297134947881,-5.814667620127156e-5,-0.004805377018423733,quadratic,deceleration/increase
CD4negCD8negTcells_STAT6_unstim,132.606885374227,-130.98464197326015,0.019919881706705517,-9.10328348191704e-6,-0.001824637974336289,quadratic,acceleration/decrease
CD4Tcm_CREB_IFNa,1066.7580065630766,-1068.684054713475,0.10324104244416957,-1.2962399210907224e-6,-1.1476323968672457e-4,quadratic,deceleration/increase
CD4Tcm_CREB_IL246,955.6507419280508,-958.9231840144962,0.04672359958203506,-2.170641781524683e-6,-2.411252964924246e-4,quadratic,acceleration/decrease
CD4Tcm_CREB_unstim,1067.9843525850013,-1069.3098789904468,0.04167746889866606,-1.1893108620404992e-6,-1.4918998576997879e-4,quadratic,acceleration/decrease
CD4Tcm_ERK_IFNa,841.3690071036509,-840.6949416010656,0.0047073322700454095,1.6037222192060077e-6,2.652228485289806e-4,quadratic,acceleration/increase
CD4Tcm_ERK_IL246,741.7647100816193,-741.6865681213405,0.457998754461325,-2.6883770961592154e-6,-2.300034235680979e-4,quadratic,deceleration/increase
CD4Tcm_ERK_unstim,519.1720188318309,-517.9130749522594,0.045469209819982176,-3.5127273095131407e-6,-5.669375473803631e-4,quadratic,acceleration/decrease
CD4Tcm_IkB_IFNa,664.6111358935491,-662.7300038674749,0.14100501410571212,8.672748870212846e-7,1.8437016459757388e-4,quadratic,acceleration/increase
CD4Tcm_IkB_IL246,661.1455835256994,-660.2886507378047,0.8522633983748351,-2.7160408976321283e-6,-2.583356710240585e-4,quadratic,deceleration/increase
CD4Tcm_IkB_unstim,413.96308418879227,-416.9451415965014,0.005665087402978698,-1.284306868806356e-5,-0.0016417066927599292,quadratic,acceleration/decrease
CD4Tcm_MAPKAPK2_IFNa,901.5861593692989,-900.4489649048355,6.037385107230693e-4,1.0592199025839612e-6,2.1085386468838033e-4,quadratic,acceleration/increase
CD4Tcm_MAPKAPK2_IL246,901.1639347277687,-900.6952599680882,0.29385195737422365,-1.411534109475341e-6,-1.0907397448428513e-4,quadratic,deceleration/increase
CD4Tcm_MAPKAPK2_unstim,630.7078617654875,-636.8344110901511,9.0359291403314e-4,-7.922966912120098e-6,-9.747491211738623e-4,quadratic,acceleration/decrease
CD4Tcm_NFkB_IFNa,614.256946145217,-613.37643914611,0.6923356056207173,3.142725213440456e-6,2.823473456534969e-4,quadratic,deceleration/decrease
CD4Tcm_NFkB_IL246,573.1032815187647,-571.1033016573439,0.8935298137487391,1.531778471170154e-8,-1.0503587829224132e-5,quadratic,deceleration/decrease
CD4Tcm_NFkB_unstim,328.54889987971757,-329.64488286237184,0.02816369847218745,-1.3501203394776512e-5,-0.0017613496127376475,quadratic,acceleration/decrease
CD4Tcm_p38_IFNa,709.0017558146665,-712.549688417742,0.06459393636756688,-5.064197194252268e-6,-5.167287063891998e-4,quadratic,acceleration/decrease
CD4Tcm_p38_unstim,1548.5554177231838,-1546.6320823845965,0.1861561639759173,3.658576018492317e-8,-9.664731594339844e-7,quadratic,deceleration/decrease
CD4Tcm_S6_IFNa,732.5213479022785,-732.0919316131985,0.18560881436622176,2.507812042786163e-6,3.202010760924957e-4,quadratic,acceleration/increase
CD4Tcm_S6_IL246,730.8569072424885,-728.929570644923,0.43119014293749647,5.437697820696787e-7,9.608455346134575e-5,quadratic,acceleration/increase
CD4Tcm_S6_unstim,175.39438210621043,-173.3978384450092,0.680715833898489,7.554919043910315e-7,2.1462276237030678e-4,quadratic,acceleration/increase
CD4Tcm_STAT1_IFNa,34.21830981698908,29.59783507461239,1.2011427850233909e-11,-6.577180297293659e-5,-0.0016881192010768122,quadratic,deceleration/increase
CD4Tcm_STAT1_unstim,328.1274027636797,-326.20406742509255,0.1861561639759175,2.1382702396012296e-6,-5.648593288059337e-5,quadratic,deceleration/decrease
CD4Tcm_STAT3_IFNa,175.96785281744545,169.0939458347236,4.6532491015021e-4,-1.2168556107087772e-4,-0.009281407076766621,quadratic,deceleration/increase
CD4Tcm_STAT3_IL246,202.857656646756,201.15359608899317,0.09785051653159922,-8.672884085659888e-5,-0.007438535169384776,quadratic,deceleration/increase
CD4Tcm_STAT3_unstim,2.417335034752128,-2.364023986421799,0.20714135495389133,3.1810817668781996e-5,0.0024099771032080474,quadratic,deceleration/decrease
CD4Tcm_STAT5_IFNa,140.7483514340151,134.6743120920981,0.002143500082359407,-1.0335110055901995e-4,-0.008255339620413013,quadratic,deceleration/increase
CD4Tcm_STAT5_IL246,138.88627722864643,134.67304595846701,0.018250986821512542,-9.037930837499914e-5,-0.007669016768952225,quadratic,deceleration/increase
CD4Tcm_STAT5_unstim,8.402033321313068,-9.879194230685023,0.18099231388306863,4.156911246136838e-5,0.004082905102506163,quadratic,deceleration/decrease
CD4Tcm_STAT6_IFNa,147.69548467533167,-160.01522654375836,4.963158970478806e-4,-5.2084379635955516e-5,-0.004788156654625064,quadratic,deceleration/increase
CD4Tcm_STAT6_IL246,89.25401378377603,82.7999262130165,0.006813637324783366,-8.901942707828285e-5,-0.007807552778468245,quadratic,deceleration/increase
CD4Tcm_STAT6_unstim,296.88133850525014,-294.8987147364899,0.029307488145486622,-1.1298453364576412e-6,-6.085658489445457e-4,quadratic,acceleration/decrease
CD4Teff_CREB_IFNa,1314.7391797392227,-1314.5074896900485,0.8048280453680928,-3.8199188967954506e-7,-3.621376664078922e-5,quadratic,deceleration/increase
CD4Teff_CREB_IL246,1384.504560826477,-1386.7589476990167,0.09737058317856462,-4.67632021019242e-7,-5.084407128556223e-5,quadratic,acceleration/decrease
CD4Teff_CREB_unstim,Inf,-Inf,NA,0,0,quadratic,acceleration/decrease
CD4Teff_ERK_IFNa,597.3838144010346,-595.9058262066687,0.43431335416681083,2.2724499033908417e-6,2.914689511319453e-4,quadratic,acceleration/increase
CD4Teff_ERK_IL246,567.8709287608051,-566.2418343095572,0.46970988169574124,2.1140702692225323e-6,1.4460904739356504e-4,quadratic,deceleration/decrease
CD4Teff_ERK_unstim,397.76482017404953,-396.8901215086587,0.17063149836887706,-6.483811624988e-6,-8.681687192816344e-4,quadratic,acceleration/decrease
CD4Teff_IkB_IFNa,555.190428599916,-553.6037167098774,0.5212332650483589,2.3277720486828134e-6,2.933530383910095e-4,quadratic,acceleration/increase
CD4Teff_IkB_IL246,560.6966573372704,-558.7003806687655,0.8126747358316709,2.1707266949533215e-7,-5.584545242413569e-7,quadratic,deceleration/decrease
CD4Teff_IkB_unstim,352.0880546839129,-353.9647004609171,0.023110368770769323,-1.3949606819765162e-5,-0.001756820206566483,quadratic,acceleration/decrease
CD4Teff_MAPKAPK2_IFNa,633.2573743849521,-631.2672140472043,0.6058456864986009,2.7706557394176836e-7,6.559968583639373e-5,quadratic,acceleration/increase
CD4Teff_MAPKAPK2_IL246,619.339643149317,-618.2094573212848,0.788888624595594,-2.724780511692917e-6,-2.510575416696515e-4,quadratic,deceleration/increase
CD4Teff_MAPKAPK2_unstim,503.8905196647259,-503.9784350236882,0.17677801688982145,-6.190478380787796e-6,-7.52703687740672e-4,quadratic,acceleration/decrease
CD4Teff_NFkB_IFNa,417.2633955489767,-415.2649076215152,0.7203314053762271,-2.2313521846835595e-7,-7.636197694839681e-5,quadratic,acceleration/decrease
CD4Teff_NFkB_IL246,429.0397584917686,-429.0099294444695,0.6219830510278002,7.7190229442494e-6,6.980037920976713e-4,quadratic,deceleration/decrease
CD4Teff_NFkB_unstim,140.23273093790817,-139.22599801691604,0.3372266065549958,-1.4376075131483123e-5,-0.0017991664348348299,quadratic,acceleration/decrease
CD4Teff_p38_IFNa,895.216553480043,-894.4731049230834,0.5999684868110414,-1.3048364784530074e-6,-1.1398885946229102e-4,quadratic,deceleration/increase
CD4Teff_p38_unstim,Inf,-Inf,NA,0,0,quadratic,acceleration/decrease
CD4Teff_S6_IFNa,631.6247864351924,-632.2905039565622,0.1631085984598215,4.565027694981281e-6,5.299226631383811e-4,quadratic,acceleration/increase
CD4Teff_S6_IL246,630.4211290173549,-628.4418150779919,0.6240939970055732,-4.055359904180258e-7,-7.68404373246533e-5,quadratic,acceleration/decrease
CD4Teff_S6_unstim,208.34724797429362,-206.44150635736432,0.5055839354974101,3.5343680607972746e-6,5.544217557505374e-4,quadratic,acceleration/increase
CD4Teff_STAT1_IFNa,44.06881519629333,41.96598858255877,9.174935110376837e-11,-5.372894438972153e-5,-4.315388223503776e-4,quadratic,deceleration/increase
CD4Teff_STAT1_IL246,111.66989069911715,-111.66202604441885,1.0550443003884416e-4,-2.2355988323534156e-5,-5.641472009755546e-4,quadratic,deceleration/increase
CD4Teff_STAT1_unstim,361.66025205159775,-359.7369167130106,0.1861561639759174,1.9121361851564078e-6,-5.051222909665575e-5,quadratic,deceleration/decrease
CD4Teff_STAT3_IFNa,190.40738047941542,184.1269935693944,0.001008969606117272,-1.2346270713321043e-4,-0.00954852821202451,quadratic,deceleration/increase
CD4Teff_STAT3_IL246,245.54960867952644,245.0269271734967,0.22222357383630098,-8.268196658925066e-5,-0.007233861883105993,quadratic,deceleration/increase
CD4Teff_STAT3_unstim,16.40969118214443,15.834449104189867,0.15744610997637015,3.891675975133106e-5,0.003183031710513847,quadratic,deceleration/decrease
CD4Teff_STAT5_IFNa,67.84450441827683,61.60180213995815,0.0017943043627585932,-8.187369258741206e-5,-0.0065209362078283055,quadratic,deceleration/increase
CD4Teff_STAT5_IL246,71.74346264926614,70.17182055379513,0.015330059262110767,-5.50233075499462e-5,-0.0037698045364707665,quadratic,deceleration/increase
CD4Teff_STAT5_unstim,56.450963981998775,-55.325459120024085,0.404808762954338,1.7838503739720422e-5,0.0021982815274186255,quadratic,acceleration/increase
CD4Teff_STAT6_IFNa,114.20435912182423,-122.30342106209338,0.00637605287905835,-4.924672781961544e-5,-0.004718369722488092,quadratic,deceleration/increase
CD4Teff_STAT6_IL246,109.40575680187527,104.66572482304929,0.017254653444401535,-8.524820454161e-5,-0.007419554158394069,quadratic,deceleration/increase
CD4Teff_STAT6_unstim,199.1688173566544,-197.32648637682743,0.163380324358431,-4.712661137355027e-6,-9.070811273455082e-4,quadratic,acceleration/decrease
CD4Tem_CREB_IFNa,1054.0783069635472,-1055.5875231629489,0.1010326824437494,-1.279289562208977e-6,-1.0812698435761036e-4,quadratic,deceleration/increase
CD4Tem_CREB_IL246,880.0063485398553,-885.1841728603272,0.015641624917043448,-3.2487441798601782e-6,-3.606582946805342e-4,quadratic,acceleration/decrease
CD4Tem_CREB_unstim,945.6928542430178,-945.5450866084939,0.00708628738637558,-1.3375540294134149e-6,-2.0414354298502982e-4,quadratic,acceleration/decrease
CD4Tem_ERK_IFNa,845.8801005234362,-843.8993161982864,0.28779065599119075,1.9059459619166903e-7,5.75677896884817e-5,quadratic,acceleration/increase
CD4Tem_ERK_IL246,743.8081565812173,-747.7147519809664,0.05062452636520662,-4.650163775150287e-6,-4.851937270612042e-4,quadratic,acceleration/decrease
CD4Tem_ERK_unstim,503.5588609171958,-501.9840618231508,0.1417546081953893,-2.8044442761321997e-6,-4.467721177055738e-4,quadratic,acceleration/decrease
CD4Tem_IkB_IFNa,693.8712792076981,-692.0826321049914,0.07298858818408367,1.0488252089202227e-6,2.1292195349644174e-4,quadratic,acceleration/increase
CD4Tem_IkB_IL246,704.3895281512414,-703.9739518979933,0.5971692881679556,-2.7664007305480085e-6,-2.451587710823031e-4,quadratic,deceleration/increase
CD4Tem_IkB_unstim,434.1079519953517,-436.670900592267,0.006946130200599277,-1.1500753602456183e-5,-0.0014845053681793736,quadratic,acceleration/decrease
CD4Tem_MAPKAPK2_IFNa,930.4226443864702,-929.0500910863627,0.006916101358098838,-8.208110992517337e-7,-7.143801760838841e-6,quadratic,deceleration/increase
CD4Tem_MAPKAPK2_IL246,935.8365188485963,-937.0638422823632,0.20307929082393983,-1.8203748928587554e-6,-1.7721620575947804e-4,quadratic,deceleration/increase
CD4Tem_MAPKAPK2_unstim,697.962213176081,-702.8300584135993,4.5804378338155547e-4,-5.832944577744666e-6,-7.588354641579897e-4,quadratic,acceleration/decrease
CD4Tem_NFkB_IFNa,624.2645192112196,-622.546706258143,0.05884640422389109,1.5282077586688797e-6,8.306480732459242e-6,quadratic,deceleration/decrease
CD4Tem_NFkB_IL246,564.3919005120032,-562.5918863837283,0.38761648654457115,-1.5708962281856981e-6,-2.3668363407471435e-4,quadratic,acceleration/decrease
CD4Tem_NFkB_unstim,262.5003177535813,-262.42592115887476,0.11295057856638996,-1.3295862697619036e-5,-0.0017286881333782038,quadratic,acceleration/decrease
CD4Tem_p38_IFNa,591.0864980133152,-594.7379757812369,0.052377582976501295,-7.570967273329627e-6,-8.058281145435822e-4,quadratic,acceleration/decrease
CD4Tem_p38_unstim,1107.1539083284383,-1105.2305729898512,0.18615616397591767,1.5933317711370692e-7,-4.209048501640728e-6,quadratic,deceleration/decrease
CD4Tem_S6_IFNa,746.4674090760979,-744.6356362772402,0.1365860780712661,7.853036869069573e-7,1.5366505025453972e-4,quadratic,acceleration/increase
CD4Tem_S6_IL246,744.4820175176635,-742.5262229382548,0.17264785551606404,-4.053136203388429e-7,2.904184529295066e-5,quadratic,deceleration/increase
CD4Tem_S6_unstim,165.29662759288968,-163.31257035985928,0.6848656769746017,1.678079259879061e-6,3.094024744148515e-4,quadratic,acceleration/increase
CD4Tem_STAT1_IFNa,48.480823656452294,42.2379778864768,1.8150362965505626e-10,-7.675669316416716e-5,-0.003031536057965197,quadratic,deceleration/increase
CD4Tem_STAT1_unstim,310.14170098441735,-308.2183656458302,0.18615616397591753,2.270385275987421e-6,-5.997596933137374e-5,quadratic,deceleration/decrease
CD4Tem_STAT3_IFNa,168.24509646750425,160.4343483053398,1.780993168664444e-4,-1.245035607105654e-4,-0.009427525140153827,quadratic,deceleration/increase
CD4Tem_STAT3_IL246,200.05873911651986,196.87307325980103,0.07496646454979998,-1.014163074575026e-4,-0.009738510048025518,quadratic,deceleration/increase
CD4Tem_STAT3_unstim,29.203123240180666,-28.944320414906628,0.05248142838062885,2.752469798679237e-5,0.0016693698867518627,quadratic,deceleration/decrease
CD4Tem_STAT5_IFNa,142.5319620478413,135.19521776637163,0.0023429162265895614,-1.115691981528111e-4,-0.009432408795975223,quadratic,deceleration/increase
CD4Tem_STAT5_IL246,144.1195613294585,139.83295874580477,0.01816877432873991,-9.2499944640437e-5,-0.007879563662858413,quadratic,deceleration/increase
CD4Tem_STAT5_unstim,3.409557441299932,2.050511668135184,0.16627300439397447,4.250602737215057e-5,0.0039032135889393517,quadratic,deceleration/decrease
CD4Tem_STAT6_IFNa,158.66470147975713,-171.04454241303768,8.701465552050216e-4,-5.03146628218063e-5,-0.005003254769506491,quadratic,deceleration/increase
CD4Tem_STAT6_IL246,90.40060385477601,82.83584780877418,0.007427737639177294,-9.48751226461057e-5,-0.008919547921606699,quadratic,deceleration/increase
CD4Tem_STAT6_unstim,278.81898379158866,-276.88270391938755,0.05309457391893852,-2.2977031307683925e-6,-6.957350943120344e-4,quadratic,acceleration/decrease
CD4Tnaive_CREB_IFNa,1317.1090808763822,-1316.091720927185,0.7092612885390649,-2.8288453902684407e-7,-2.5399436992771076e-5,quadratic,deceleration/increase
CD4Tnaive_CREB_IL246,1230.8133123821467,-1234.1555069393187,0.0677071537847094,-8.730784902473956e-7,-9.094716623325829e-5,quadratic,acceleration/decrease
CD4Tnaive_CREB_unstim,1479.1320322545282,-1479.328956961411,0.339781852300576,-2.4597442045255813e-7,-2.4864301939919503e-5,quadratic,acceleration/decrease
CD4Tnaive_ERK_IFNa,774.0500924752123,-772.3887873795413,0.1361665141105911,1.01610942606357e-6,1.7013313936892847e-4,quadratic,acceleration/increase
CD4Tnaive_ERK_IL246,718.9998808762703,-720.2128348397614,0.1172066686119302,-3.7420138528431673e-6,-3.1391891095480085e-4,quadratic,deceleration/increase
CD4Tnaive_ERK_unstim,480.87118395095104,-480.2769638463971,0.0762781159834761,-5.490894761634684e-6,-7.653606529180702e-4,quadratic,acceleration/decrease
CD4Tnaive_IkB_IFNa,617.2411819990479,-615.6827127533912,0.09481966329792223,1.956349186466275e-6,3.252993165262923e-4,quadratic,acceleration/increase
CD4Tnaive_IkB_IL246,617.5092187898389,-616.3413773099095,0.5247399873450136,-2.6816269263820444e-6,-2.1804598293685693e-4,quadratic,deceleration/increase
CD4Tnaive_IkB_unstim,350.72964533559275,-353.194828843555,0.01375062591316211,-1.502436197525528e-5,-0.0018880004113097613,quadratic,acceleration/decrease
CD4Tnaive_MAPKAPK2_IFNa,795.9275306186275,-794.4346929597973,4.7281844373398184e-5,-1.1556250006581665e-6,6.378138549353238e-5,quadratic,deceleration/increase
CD4Tnaive_MAPKAPK2_IL246,791.0786751453738,-793.4782969581549,0.07937104102997838,-3.436851476296092e-6,-3.0479513268922583e-4,quadratic,deceleration/increase
CD4Tnaive_MAPKAPK2_unstim,504.58268952874585,-504.5765686122197,0.2191952862900555,-6.036470301765709e-6,-7.410394090007676e-4,quadratic,acceleration/decrease
CD4Tnaive_NFkB_IFNa,618.7184075073719,-617.8359438158052,0.9955039640708668,3.093636814516307e-6,3.089044105774512e-4,quadratic,deceleration/decrease
CD4Tnaive_NFkB_IL246,588.9358128969445,-586.9378593432973,0.7284841245535053,-1.4647392731266958e-7,1.5000974761442938e-5,quadratic,deceleration/increase
CD4Tnaive_NFkB_unstim,323.2784958173356,-323.68580933796056,0.16752761524722196,-1.2130149904418318e-5,-0.001438128883206486,quadratic,acceleration/decrease
CD4Tnaive_p38_unstim,Inf,-Inf,NA,0,0,quadratic,acceleration/decrease
CD4Tnaive_S6_IFNa,813.8550118220023,-811.8603312723609,0.018544504962835318,-1.1158023335140314e-7,8.463355923038607e-5,quadratic,deceleration/increase
CD4Tnaive_S6_IL246,771.5585835848515,-769.590471994608,0.17432476824845267,3.145440226083764e-7,9.457679578195612e-5,quadratic,acceleration/increase
CD4Tnaive_S6_unstim,206.32857831463474,-204.3703654431231,0.7213779872863773,2.3693725143544386e-6,3.451354224215637e-4,quadratic,acceleration/increase
CD4Tnaive_STAT1_IFNa,38.66799386223842,37.78403614647283,6.063669130735489e-11,-4.433242652497964e-5,5.500000678840758e-4,quadratic,deceleration/increase
